idx,smiles,hiv,group,img_path
746.0,COc1ccc(-c2onc(-c3ccc([N+](=O)[O-])cc3)c2C2=NCCCN2)cc1,0.0,train,../data/images/hiv/746.png
747.0,Cc1csc(NNC(=O)Nc2ccccc2)n1,0.0,train,../data/images/hiv/747.png
748.0,Oc1cc(Br)cc2cc(Br)cnc12,0.0,train,../data/images/hiv/748.png
749.0,CCN(CC)c1ccc2cc(-c3csc(-c4ccc(N(C)C)cc4)n3)c(=O)oc2c1,0.0,train,../data/images/hiv/749.png
750.0,Cn1cc2c(c1-c1ccccc1)[n+](=O)[c-]1cccc[c-]1[n+]2=O,0.0,train,../data/images/hiv/750.png
751.0,O=C([OH+][Mn+](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+])C(F)(F)C(F)(F)F,0.0,train,../data/images/hiv/751.png
752.0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.0,train,../data/images/hiv/752.png
753.0,COc1ccc(N2C(=O)C3c4[nH]c5ccc(OC)cc5c4C4CCC(C(C)C)CC4C3C2=O)cc1,0.0,train,../data/images/hiv/753.png
754.0,CC1(C(N)=O)OC12CCCCC2,0.0,train,../data/images/hiv/754.png
755.0,NNc1cnn(-c2ccccc2)c(=O)c1Cl,0.0,train,../data/images/hiv/755.png
756.0,COc1ccc(-n2sc3ncc(C)cc3c2=O)cc1,1.0,train,../data/images/hiv/756.png
757.0,CCOC1(NC(=O)N(C)C)C2CCCC21,0.0,train,../data/images/hiv/757.png
758.0,COc1cc2c(c(O)c1OC)c(=O)c1ccccc1n2C,0.0,train,../data/images/hiv/758.png
759.0,O=NC1=C(c2ccccc2)Nc2ccccc2S1,0.0,train,../data/images/hiv/759.png
760.0,C=CCOc1ccc(C(N=Nc2ccc(C)cc2)=NNC(=O)c2ccccc2)cc1OC,0.0,train,../data/images/hiv/760.png
761.0,CC(C)=CC(=O)N1CC(C)Cn2c(=S)[nH]c3cccc1c32,0.0,train,../data/images/hiv/761.png
762.0,COC(=O)C1=C(C(=O)OC)C(Cc2ccccc2)(OO)OC1=O,0.0,train,../data/images/hiv/762.png
763.0,COc1ccc(C2Nc3ccccc3NC3CC(C)(C)CC(=O)C32)cc1,0.0,train,../data/images/hiv/763.png
764.0,COC(=O)C(COC(C)(C)C)NC(=O)NC(C)c1ccccc1,0.0,train,../data/images/hiv/764.png
765.0,CSc1c(C#N)c(=O)n(N)c2c1c(C)nn2-c1ccccc1,0.0,train,../data/images/hiv/765.png
766.0,O=c1c2ccccc2[se]n1-c1ccccn1,1.0,train,../data/images/hiv/766.png
767.0,O=C1C(Cl)=C(c2ccc([N+](=O)[O-])cc2)C(=O)c2c(O)cccc21,0.0,train,../data/images/hiv/767.png
768.0,CCOP(=O)(OCC)C(C#N)=Cc1cccc(Cl)c1,0.0,train,../data/images/hiv/768.png
769.0,O=C(C=Cc1ccccc1)c1cc(CN2CCOCC2)c(O)c(CN2CCOCC2)c1,0.0,train,../data/images/hiv/769.png
770.0,c1ccc(CN(Cc2ccccn2)Cn2cccn2)nc1,0.0,train,../data/images/hiv/770.png
771.0,ON=C1CCc2cc3c(cc21)CCC3,0.0,train,../data/images/hiv/771.png
772.0,CC(=O)C1CC=C(C)CC1,0.0,train,../data/images/hiv/772.png
773.0,Cc1c([N+](=O)[O-])c(=O)oc2c1ccc1occc(=O)c12,0.0,train,../data/images/hiv/773.png
774.0,COc1ccc(N2C(=O)C3c4[nH]c5c(C)cccc5c4C4CCC(C(C)C)CC4C3C2=O)cc1,0.0,train,../data/images/hiv/774.png
775.0,CN(CCO)CC(=O)CC(O)(C(F)(F)F)C(F)(F)F,0.0,train,../data/images/hiv/775.png
776.0,CC1=CC(=O)C2C(C)C(=O)C3C(C)(C(=O)C45OC(=O)CC3(C)C4(C)CCC34CC(C)CC(CN35)O4)C2C1,0.0,train,../data/images/hiv/776.png
777.0,CCCCSC1CCSc2c1ccc1ccccc21,0.0,train,../data/images/hiv/777.png
778.0,O=C1c2c(c3c4ccccc4n(COCCO)c3c3[nH]c4ccccc4c23)C(=O)N1Cc1ccccc1,0.0,train,../data/images/hiv/778.png
779.0,O=C(Cn1ccnc1[N+](=O)[O-])NCCO,0.0,train,../data/images/hiv/779.png
780.0,CCCCCC[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0.0,train,../data/images/hiv/780.png
781.0,CC(C)=CCCC(C)C1=C(O)C(=O)C(C)=C(N)C1=O,0.0,train,../data/images/hiv/781.png
782.0,N#Cc1cnc(-n2[nH]c3c(c2=O)CCCC3)nc1O,0.0,train,../data/images/hiv/782.png
783.0,Cc1cc(NCCCCCCNc2cc(C)nc3cc(N(C)C)ccc23)c2ccc(N(C)C)cc2n1,0.0,train,../data/images/hiv/783.png
784.0,Cc1ccc(C2C(Cl)C(=O)N2n2cnc3ccccc3c2=O)cc1,0.0,train,../data/images/hiv/784.png
785.0,Cc1cc2c(=O)cc(-c3ccc(C(=O)O)cc3)oc2c(C(N)=O)c1C,0.0,train,../data/images/hiv/785.png
786.0,c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1,0.0,train,../data/images/hiv/786.png
787.0,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cccc3ncn(C)c(=O)c23)n1,0.0,train,../data/images/hiv/787.png
788.0,O=S(=O)(c1ccccc1)N1CC2CC(Br)C(Br)CC21,0.0,train,../data/images/hiv/788.png
789.0,CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,0.0,train,../data/images/hiv/789.png
790.0,Cc1c(C(=O)CC(=O)C(=O)Nc2cccc(C(F)(F)F)c2)[n+]([O-])c2ccccc2[n+]1[O-],0.0,train,../data/images/hiv/790.png
791.0,COc1cc2cc3c4c(cc(OC)c(OC)c4c2cc1OC)CCN3C(=O)CCC(=O)O,0.0,train,../data/images/hiv/791.png
792.0,Cc1ccc2nc(NC(=O)C(=O)CC(=O)c3cccc4ccccc34)sc2c1,0.0,train,../data/images/hiv/792.png
793.0,Cn1c(=O)c2c(nnc(-c3ccccc3)[n+]2[O-])n(C)c1=O,0.0,train,../data/images/hiv/793.png
794.0,Cc1cnoc1N=C1C=C(Nc2oncc2C)C(=O)c2ccccc21,0.0,train,../data/images/hiv/794.png
795.0,Cc1csc(N2C(=O)c3cccc4cccc(c34)C2=O)n1,0.0,train,../data/images/hiv/795.png
796.0,Cn1c(=O)c2nc(NCc3ccccc3)sc2n(C)c1=O,0.0,train,../data/images/hiv/796.png
797.0,CCCn1ccc(=O)c(O)c1C,0.0,train,../data/images/hiv/797.png
798.0,Cc1cc2c(cc1C)NC(=O)C(NC(=O)c1ccc(Cl)cc1)C=N2,0.0,train,../data/images/hiv/798.png
799.0,CC1=NN(C(=O)c2ccccc2O)C(=O)C1=Cc1cccc(O)c1,0.0,train,../data/images/hiv/799.png
800.0,COC=CCCCO,0.0,train,../data/images/hiv/800.png
801.0,NNC(=O)CCC(=O)NC1C2CC3CC(C2)CC1C3,0.0,train,../data/images/hiv/801.png
802.0,OCc1ccc2c(c1)CC1(C2)Cc2cc3c(cc2C1O)CCC3,0.0,train,../data/images/hiv/802.png
803.0,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,0.0,train,../data/images/hiv/803.png
804.0,CC[n+]1c2ccc(C)cc2nc2c3ccccc3c(N)cc21,0.0,train,../data/images/hiv/804.png
805.0,O=S(=O)(NN=C1CC2CCC1C2)c1ccccc1,0.0,train,../data/images/hiv/805.png
806.0,CCCCCc1cc(OC(=O)c2c(O)cc(OC)cc2CCCCC)cc(O)c1C(=O)O,0.0,train,../data/images/hiv/806.png
807.0,Clc1cccc(C=NC23CC4CC(CC(C4)C2)C3)c1Cl,0.0,train,../data/images/hiv/807.png
808.0,COc1ccc(CNc2cnc3cc(N)ccc3n2)cc1,0.0,train,../data/images/hiv/808.png
809.0,Cc1cccc2c1Sc1ccccc1C2NC(=O)CCN(C)C,0.0,train,../data/images/hiv/809.png
810.0,C=CC1c2ccccc2C=CC1(CCC1(C)OCCO1)C1=NC(COC)C(c2ccccc2)O1,0.0,train,../data/images/hiv/810.png
811.0,O=S(=O)(N=S(c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccccc1,0.0,train,../data/images/hiv/811.png
812.0,O=C1C2=Nc3ccccc3C(O)(C(=O)O)N2c2ccccc21,0.0,train,../data/images/hiv/812.png
813.0,Cc1ccc(C2OC(COCc3ccc(Cl)cc3)C(OCc3ccc(Cl)cc3)C2O)cc1,0.0,train,../data/images/hiv/813.png
814.0,N=c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,0.0,train,../data/images/hiv/814.png
815.0,CCC1(CC=C(C)C)Oc2cccnc2-n2cccc2C1=O,0.0,train,../data/images/hiv/815.png
816.0,CCCC1N2CCCCC2C2c3[nH]c4ccccc4c3CCN21,0.0,train,../data/images/hiv/816.png
817.0,O=c1c(-c2cccc(O)c2)coc2cc(O)c(O)cc12,0.0,train,../data/images/hiv/817.png
818.0,CN(C)CCCn1c(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)csc1=Nc1ccccc1,0.0,train,../data/images/hiv/818.png
819.0,C=CCSSSCC=C,0.0,train,../data/images/hiv/819.png
820.0,O=C1CCC(C(=O)O)C2=C1CCCC2,0.0,train,../data/images/hiv/820.png
821.0,C=CCCC1CCCCNC1=S,0.0,train,../data/images/hiv/821.png
822.0,CC1(C)[CH-][N+](=O)C(C)(C)N1O,0.0,train,../data/images/hiv/822.png
823.0,C[n+]1c2ccccc2c(CNC(CCC(N)=O)C(=O)O)c2ccccc21,0.0,train,../data/images/hiv/823.png
824.0,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)c4c(Nc5ccc(S(=O)(=O)Nc6cc(C)on6)cc5)c5ccccc5nc34)cc2)n1,0.0,train,../data/images/hiv/824.png
825.0,COC(=O)c1cc(C(=C2CC2)c2cc(Br)c(OC)c(C(=O)OC)c2)cc(Br)c1OC,0.0,train,../data/images/hiv/825.png
826.0,O=C1C(=Cc2ccc(Cl)cc2)CNCC1=Cc1ccc(Cl)cc1,0.0,train,../data/images/hiv/826.png
827.0,Nc1nc[n+](Cc2ccccc2)c2ncn(Cc3ccccc3)c12,0.0,train,../data/images/hiv/827.png
828.0,CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(N)=O,0.0,train,../data/images/hiv/828.png
829.0,CCCCCCCCCCCCCCCCNC(=O)C(O)=CC(=O)c1ccc(C)cc1,0.0,train,../data/images/hiv/829.png
830.0,O=c1c2c3c(sc2nc2n1N=CN(c1ccccc1)C2)CCCC3,0.0,train,../data/images/hiv/830.png
831.0,C=CCNC(=S)NC=C(C(=O)OCC)C(=O)C(=O)OCC,0.0,train,../data/images/hiv/831.png
832.0,C=CCOCCCC(=O)C(=[N+]=[NH2+])C(=O)OC,0.0,train,../data/images/hiv/832.png
833.0,CC(C)(C)N=C1CC(C)(C)c2ccccc2C(=Nc2ccccc2)S1,0.0,train,../data/images/hiv/833.png
834.0,CC1CC2OC(=O)C3CCCC(=C23)C12CC(c1ccoc1)OC2=O,0.0,train,../data/images/hiv/834.png
835.0,COc1ccc(C2CC(=O)c3cc(OC)ccc3O2)cc1,0.0,train,../data/images/hiv/835.png
836.0,O=c1c(S(=O)(=O)Oc2ccccc2)coc2cc(F)ccc12,0.0,train,../data/images/hiv/836.png
837.0,O=C(NNc1nc(-c2ccccc2)cs1)C(F)(F)F,0.0,train,../data/images/hiv/837.png
838.0,COC(=O)C(C)(C)C(OP(=O)(OC)OC)=C(C)C,0.0,train,../data/images/hiv/838.png
839.0,CCCCCCCCCCCCCCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,0.0,train,../data/images/hiv/839.png
840.0,O=C1C2(CCCC13OC3c1ccccc1)OC2c1ccccc1,0.0,train,../data/images/hiv/840.png
841.0,COC(=O)c1ccccc1C=C1Cc2ccc3ccccc3c2C1C,0.0,train,../data/images/hiv/841.png
842.0,COc1ccc(C2(c3ccc(OC)cc3)N=NC3(C)CC32)cc1,0.0,train,../data/images/hiv/842.png
843.0,O=c1c2ccccc2oc2nc3cc(Cl)ccc3n12,0.0,train,../data/images/hiv/843.png
844.0,CC1(C)CCCC2OC2CCC(C)(C)C1=O,0.0,train,../data/images/hiv/844.png
845.0,COc1ccc(C=C(NC(=O)c2ccccc2)c2nc3ccccc3[nH]2)cc1OC,0.0,train,../data/images/hiv/845.png
846.0,Cc1nnc(NN=C2C(=O)Nc3c(Cl)cc(Cl)cc32)n1N,0.0,train,../data/images/hiv/846.png
847.0,COC(=O)C(=O)C(C(=O)OC)C(=O)C(=O)Nc1cc([N+](=O)[O-])ccc1C,0.0,train,../data/images/hiv/847.png
848.0,COc1ccc(C=C(C#N)c2ccc(OC)cc2)cc1,0.0,train,../data/images/hiv/848.png
849.0,Cc1cn(C2CC3C(COC(CCCC[Se]c4ccccc4)N3O)O2)c(=O)[nH]c1=O,1.0,train,../data/images/hiv/849.png
850.0,O=C(CN1CCCC1)Nc1ccc2c(c1)C1Oc3ccccc3CC1CO2,0.0,train,../data/images/hiv/850.png
851.0,CC(C)CC1NC(CC(C)C)N2C(CC(C)C)N12,0.0,train,../data/images/hiv/851.png
852.0,Nc1nc(Cl)cc(NCC2(CO)CCC(O)C2)n1,0.0,train,../data/images/hiv/852.png
853.0,O=C1CC(c2ccccc2)n2cccc21,0.0,train,../data/images/hiv/853.png
854.0,COC(=O)C1CC(O)CN1C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.0,train,../data/images/hiv/854.png
855.0,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=S)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)ccc1C,1.0,train,../data/images/hiv/855.png
856.0,CCOC(=O)c1cc(Br)c(-c2onc(C)c2Br)n1C,0.0,train,../data/images/hiv/856.png
857.0,NC1CCc2c1nc1c(c2-c2ccccc2)CCC1N,0.0,train,../data/images/hiv/857.png
858.0,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC=C(c5cc(Cl)c(OCC(=O)O)c(C(=O)O)c5)c5cc(Cl)c(OCC(=O)O)c(C(=O)O)c5)CCC4(C)C3CCC12C,0.0,train,../data/images/hiv/858.png
859.0,Cc1ccc(S(=O)(=O)n2ccnc2)cc1,0.0,train,../data/images/hiv/859.png
860.0,Cn1ccc(C(=O)NCCN(CCNC(=O)c2ccn(C)c(=O)c2O)CCNC(=O)c2ccn(C)c(=O)c2O)c(O)c1=O,0.0,train,../data/images/hiv/860.png
861.0,CC1=NNC(=O)C1C1C=C(c2c[nH]c3ccccc23)OC1=O,0.0,train,../data/images/hiv/861.png
862.0,CCC(C)(C)OC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.0,train,../data/images/hiv/862.png
863.0,NS(=O)(=O)c1nnc(NC(=O)C=CC(=O)O)s1,0.0,train,../data/images/hiv/863.png
864.0,Cc1ccc(Nc2cc(O)nc(S)n2)cc1,0.0,train,../data/images/hiv/864.png
865.0,NC(=O)C(NN=C1c2ccccc2-c2ccccc21)(c1ccccc1)c1ccccc1,0.0,train,../data/images/hiv/865.png
866.0,Cc1cc(C2(c3cc(C)c(O)c(Br)c3)OS(=O)(=O)c3ccccc32)cc(Br)c1O,0.0,train,../data/images/hiv/866.png
867.0,Cc1cc(O)nc(NNC(C#N)c2ccc([N+](=O)[O-])cc2)n1,0.0,train,../data/images/hiv/867.png
868.0,CC(=Nc1ccc(N(C)C)cc1)c1ccccc1,0.0,train,../data/images/hiv/868.png
869.0,COc1cccc(C2c3cc4c(cc3OC(N3CCCC3)C2C)OCO4)c1,0.0,train,../data/images/hiv/869.png
870.0,CC(=O)CCNc1ccc(-c2cc(-c3ccc(N(C)C)cc3)nc3ccc4ccccc4c23)cc1,0.0,train,../data/images/hiv/870.png
871.0,CCCC(=O)OC1C(OC(=O)CCC)C(OC(=O)CCC)C(OC(=O)CCC)C(OC(=O)CCC)C1OC(=O)CCC,0.0,train,../data/images/hiv/871.png
872.0,Cn1c(N)c(Br)c(=O)n(C)c1=O,0.0,train,../data/images/hiv/872.png
873.0,CC(=Cc1ccccc1)C=C1SC(=S)N(C=C2C(=O)NC(=O)NC2=O)C1=O,0.0,train,../data/images/hiv/873.png
874.0,Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)Cc1nc2ccc(C(=O)c3ccccc3)cc2nc1O,0.0,train,../data/images/hiv/874.png
875.0,C1=[N+]2[N-]c3cccc[n+]3[Fe-4]234([N+](=Cc2cccc[n+]23)[N-]c2cccc[n+]24)[n+]2ccccc21,0.0,train,../data/images/hiv/875.png
876.0,Nc1nnc2c(n1)[nH]c1ccccc12,0.0,train,../data/images/hiv/876.png
877.0,COc1ccccc1NC(=S)NC=C(C#N)C(=O)c1ccc2ccccc2c1,0.0,train,../data/images/hiv/877.png
878.0,COC(=O)C(C#N)=CNC(=S)C(N)=S,0.0,train,../data/images/hiv/878.png
879.0,N#Cc1ccc(Oc2cccc(Oc3ccccc3)c2)cc1C#N,0.0,train,../data/images/hiv/879.png
880.0,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,0.0,train,../data/images/hiv/880.png
881.0,Cc1ccccc1NC(=O)C(=O)C1CN(c2ccccc2)NC1=N,0.0,train,../data/images/hiv/881.png
882.0,CC(=O)C(CCC#N)(CCC#N)CCC#N,0.0,train,../data/images/hiv/882.png
883.0,COc1ccc2c(ccc(=O)n2C)c1,0.0,train,../data/images/hiv/883.png
884.0,CN1C(=O)CC2(C)c3cc(O)ccc3N(C)C12,0.0,train,../data/images/hiv/884.png
885.0,CCN(CC)CCOc1ccc(C(C#N)=Cc2ccc3ccccc3c2)cc1,0.0,train,../data/images/hiv/885.png
886.0,c1ccc(CN2CCc3[nH]c4ccccc4c3C2)cc1,0.0,train,../data/images/hiv/886.png
887.0,Cn1c(NN)nc2ccccc2c1=O,0.0,train,../data/images/hiv/887.png
888.0,CC(CSC(=O)c1ccccc1)C(=O)N1c2ccccc2CC1C(=O)O,0.0,train,../data/images/hiv/888.png
889.0,COc1cc2c3c(c1OC)C1(C=CC(=O)C=C1)CC3N(C(C)=O)CC2,0.0,train,../data/images/hiv/889.png
890.0,CC(=O)Oc1ccc2c(C)cc(=O)oc2c1,0.0,train,../data/images/hiv/890.png
891.0,O=C(O)CCNCCCNCCC(=O)O,0.0,train,../data/images/hiv/891.png
892.0,CC1(C)SCc2nc3ccccc3n21,0.0,train,../data/images/hiv/892.png
893.0,ClCCN1CCN(CCCl)[Co-4]123([O+]=C1C=CC=CC=C1[OH+]2)[O+]=C1C=CC=CC=C1[OH+]3,0.0,train,../data/images/hiv/893.png
894.0,COc1ccc(C2=NNC(=O)CC2)cc1OC,0.0,train,../data/images/hiv/894.png
895.0,ClC(Cl)=C1C(=C(Cl)Cl)C(Cl)(Cl)C1(Cl)Cl,0.0,train,../data/images/hiv/895.png
896.0,O=C(O)C(CO)NC(=O)C1CCCN1C(=O)OCc1ccccc1,0.0,train,../data/images/hiv/896.png
897.0,Cc1cc(C=Cc2cc[n+](C)c3ccccc23)c(O)c2ncccc12,0.0,train,../data/images/hiv/897.png
898.0,Cc1ccc(C(=O)CC2=Nc3nnc(CCCCCCCc4nnc5n4C(=O)C(CC(=O)c4ccc(C)cc4)=N5)n3C2=O)cc1,0.0,train,../data/images/hiv/898.png
899.0,CN(C)C(=S)NN=C(C(=NNC(=S)N(C)C)c1ccccn1)c1ccccn1,0.0,train,../data/images/hiv/899.png
900.0,O=S1(=O)C(c2cccc(F)c2)=C(O)c2cc3ccccc3nc21,0.0,train,../data/images/hiv/900.png
901.0,C[N+](C)(Cc1ccco1)c1ccccc1,0.0,train,../data/images/hiv/901.png
902.0,O=C(c1ccccc1)C1C(c2ccccc2)N1S(=O)(=O)c1ccccc1,0.0,train,../data/images/hiv/902.png
903.0,O=C(O)CCCCCCCCC(=O)O,0.0,train,../data/images/hiv/903.png
904.0,CC(=O)OC(C)(C)C1CCC2(C)C=CC(C)CC(O)C=C(C)CC(O)C12,0.0,train,../data/images/hiv/904.png
905.0,Cc1cccc(C=NNC(=S)N(C)CCc2ccccn2)n1,0.0,train,../data/images/hiv/905.png
906.0,NC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.0,train,../data/images/hiv/906.png
907.0,Cc1cn(COCCOS(C)(=O)=O)c(=O)[nH]c1=O,0.0,train,../data/images/hiv/907.png
908.0,COC(=O)N1c2c(ccc3c2OCO3)C23C4CN5CCCC(CCC12C(=O)OC)(CC4=O)C53,0.0,train,../data/images/hiv/908.png
909.0,O=C1C=C(N2CCCC2)C=C(N2CCCC2)C1,0.0,train,../data/images/hiv/909.png
910.0,O=c1ccc2c(O)c3ccoc3cc2o1,0.0,train,../data/images/hiv/910.png
911.0,O=C(O)CC1Sc2ccccc2NC1=O,0.0,train,../data/images/hiv/911.png
912.0,CC(O)CN1c2ccccc2Sc2ccccc21,0.0,train,../data/images/hiv/912.png
913.0,Nc1nc(S)nc2nc3c(c(-c4ccccc4)c12)CCCC3,0.0,train,../data/images/hiv/913.png
914.0,COc1ccc(NC(=O)CCC(CC(=O)c2ccco2)=NNC(N)=S)cc1,0.0,train,../data/images/hiv/914.png
915.0,COC(=O)Nc1nc(O)c2cc(SC)ccc2n1,0.0,train,../data/images/hiv/915.png
916.0,COC(=NN=Cc1cccc(C(F)(F)F)c1)c1ccncc1,0.0,train,../data/images/hiv/916.png
917.0,CC(=NN(C)C)C(CN(C)C)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.0,train,../data/images/hiv/917.png
918.0,Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)c(S(=O)(=O)O)c2)cc1,1.0,train,../data/images/hiv/918.png
919.0,COc1cc(C=Cc2ccc3ccccc3n2)cc(OC)c1OC,0.0,train,../data/images/hiv/919.png
920.0,O=S(=O)(N1CCCCN(S(=O)(=O)C(F)(F)F)CCCN(S(=O)(=O)C(F)(F)F)CCCN(S(=O)(=O)C(F)(F)F)CCCCN(S(=O)(=O)C(F)(F)F)CCCN(S(=O)(=O)C(F)(F)F)CCC1)C(F)(F)F,0.0,train,../data/images/hiv/920.png
921.0,Nc1ccc2oc(=O)ccc2c1,0.0,train,../data/images/hiv/921.png
922.0,O=C1C=C(N2CCOCC2)c2cnccc2C1=O,0.0,train,../data/images/hiv/922.png
923.0,CS(=O)(=O)NNS(=O)(=O)c1ccccc1,0.0,train,../data/images/hiv/923.png
924.0,CC(C)CC(NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(NC(=O)CNC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(N)C(C)C)C(C)C)C(C)C)C(=O)O,0.0,train,../data/images/hiv/924.png
925.0,CC(C)c1cccc(C(C)C)c1NC(=S)NN=C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,0.0,train,../data/images/hiv/925.png
926.0,CC(=O)OC1CN2CCC(O)C2C(O)C1O,1.0,train,../data/images/hiv/926.png
927.0,CCOC(=O)NC(Nc1ccc(Cl)cn1)(C(F)(F)F)C(F)(F)F,0.0,train,../data/images/hiv/927.png
928.0,O=[N+]([O-])c1ccc(CSCc2ccc([N+](=O)[O-])cc2)cc1,0.0,train,../data/images/hiv/928.png
929.0,Cc1ccc(NC(=O)C(=O)Cc2cccc[n+]2[O-])cc1C,0.0,train,../data/images/hiv/929.png
930.0,COc1cc(C=CC(=NNC(=S)NN)c2sc(NNC(C)=O)nc2C)ccc1O,0.0,train,../data/images/hiv/930.png
931.0,C=C(CBr)CCCOCc1ccccc1,0.0,train,../data/images/hiv/931.png
932.0,COc1c2c(c3c(c1CCC(=O)O)OC(C)(C)C=C3)OC(C)(C)C=C2,0.0,train,../data/images/hiv/932.png
933.0,O=C(OCCN1CCOCC1)c1cc2ccccc2oc1=O,0.0,train,../data/images/hiv/933.png
934.0,CC(NC1=CC(=O)C(NC(C)C(O)c2ccccc2)=CC1=O)C(O)c1ccccc1,0.0,train,../data/images/hiv/934.png
935.0,CCOC(=O)c1cc2c(nc1NCc1ccccc1)C(=O)CCCC2,0.0,train,../data/images/hiv/935.png
936.0,CN(C)C=C1C(Cl)=C(C=O)CC(C=O)=C1Cl,0.0,train,../data/images/hiv/936.png
937.0,CC1(C)CC(C)(Br)C(Br)C(=O)C1C(O)(C(F)(F)F)C(F)(F)F,0.0,train,../data/images/hiv/937.png
938.0,O=S(=O)(c1ccc(NC(=S)Nc2ccccc2)cc1)c1ccc(NC(=S)Nc2ccccc2)cc1,0.0,train,../data/images/hiv/938.png
939.0,N#CC1(c2ccccc2)CCN(C2(c3ccccc3)CCCCC2)CC1,0.0,train,../data/images/hiv/939.png
940.0,O=C1C2CC3OC3CC2C(=O)N1CN1C(=O)C2CC3OC3CC2C1=O,0.0,train,../data/images/hiv/940.png
941.0,CC1(C)COC2(C)N(c3ccccc3)C(=O)ON12,0.0,train,../data/images/hiv/941.png
942.0,O=C1NC(=O)C(c2ccccc2)O1,0.0,train,../data/images/hiv/942.png
943.0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.0,train,../data/images/hiv/943.png
944.0,COC(=O)c1cc(-c2c[nH]cc2C(=O)OCc2ccccc2)cn1S(=O)(=O)c1ccc(C)cc1,0.0,train,../data/images/hiv/944.png
945.0,CCOP(=O)(OCC)C1CCCCOC1=O,0.0,train,../data/images/hiv/945.png
946.0,CCOC(=O)C12CCC(=O)C=C1C(C)C(=O)CC2,0.0,train,../data/images/hiv/946.png
947.0,CCC1(Cc2ccc(OC)c(OC)c2)[CH-][N+](=O)OC(OC2CCCC2(c2ccccc2)c2ccccc2)C1OC(=O)c1ccccc1,0.0,train,../data/images/hiv/947.png
948.0,CCCC(C(=O)Nc1cccc2nc[nH]c12)C(=O)OCC,0.0,train,../data/images/hiv/948.png
949.0,CCc1cccc(CC)c1NC(=O)C1=C(C)NC(C)=C(C(=O)Nc2c(CC)cccc2CC)C1c1ccc2c(c1)OCO2,0.0,train,../data/images/hiv/949.png
950.0,COC1CNC(N)=[O+][Hg-](Cl)C1,0.0,train,../data/images/hiv/950.png
951.0,CC(=O)CC1(O)C(=O)Nc2ccccc21,0.0,train,../data/images/hiv/951.png
952.0,O=C1C2CCC(N1CCc1ccccc1)n1c(=O)n(-c3ccccc3)c(=O)n12,0.0,train,../data/images/hiv/952.png
953.0,Cc1nc2c(Br)cc(Br)cc2c(=O)n1-c1ccccc1N,0.0,train,../data/images/hiv/953.png
954.0,c1ccc(CSCSCc2ccccc2)cc1,0.0,train,../data/images/hiv/954.png
955.0,Cc1cc(S(=O)(=O)Nc2nc(Nc3ccccc3)n[nH]2)c(SCC(=O)O)cc1Cl,0.0,train,../data/images/hiv/955.png
956.0,CC12CP(=O)(O)CC1C2(Cl)Cl,0.0,train,../data/images/hiv/956.png
