idx,smiles,hERG,group,img_path
575.0,Clc1cccc(OC(c2ccccc2)C2CCNCC2)c1Cl,1.0,train,../data/images/hERG/575.png
576.0,CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c1ccc(-c2ccc(F)nc2)cc1,0.0,train,../data/images/hERG/576.png
577.0,CC(C)c1noc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,1.0,train,../data/images/hERG/577.png
578.0,CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(C#N)c1,1.0,train,../data/images/hERG/578.png
579.0,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4ccccc4-n4nccn4)C[C@H]3C2)n1,0.0,train,../data/images/hERG/579.png
580.0,Nc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,1.0,train,../data/images/hERG/580.png
581.0,CNCc1ccc(Cl)cc1Oc1ccc(C)c(C)c1,1.0,train,../data/images/hERG/581.png
582.0,O=C(NCc1ccc(O)cc1Cl)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1.0,train,../data/images/hERG/582.png
583.0,O=c1cc([C@H]2CCN[C@@H](CCc3ccccc3)C2)o[nH]1,0.0,train,../data/images/hERG/583.png
584.0,CN(C)c1cnc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c(F)cnc2c1,1.0,train,../data/images/hERG/584.png
585.0,COCC[C@H](Oc1ncnc2c1cnn2-c1ccccc1OC)C(=O)Nc1ccc(C)cn1,0.0,train,../data/images/hERG/585.png
586.0,CCc1c(CNC23CCC(CCc4c(F)cnc5ccc(OC)nc45)(CC2)OC3)nc2c(c1C)OCC(=O)N2,1.0,train,../data/images/hERG/586.png
587.0,O=C(NCc1ccc(CC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,0.0,train,../data/images/hERG/587.png
588.0,O=C(CNc1nc(C(F)(F)F)nc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,0.0,train,../data/images/hERG/588.png
589.0,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3ccns3)CC2)C1,0.0,train,../data/images/hERG/589.png
590.0,c1ccc2sc(Oc3ccc(CCN4CCCCC4)cc3)nc2c1,1.0,train,../data/images/hERG/590.png
591.0,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC56COC6)cc4)C3)o2)cc1,0.0,train,../data/images/hERG/591.png
592.0,Cn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](c4cccnc4)CC3)C2)c2cc(C(F)(F)F)ccc21,0.0,train,../data/images/hERG/592.png
593.0,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,0.0,train,../data/images/hERG/593.png
594.0,CC(C)Oc1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,1.0,train,../data/images/hERG/594.png
595.0,O=C(N1CCN(C2CC2)CC1)N1Cc2ccccc2C1,0.0,train,../data/images/hERG/595.png
596.0,Fc1cc(C(CC2CNC2)Oc2ccccc2F)ccc1Cl,1.0,train,../data/images/hERG/596.png
597.0,COc1cnccc1[C@H]1CC[C@@H](N2CC(NC(=O)CNc3ncnc4ccc(C(F)(F)F)cc34)C2)CC1,0.0,train,../data/images/hERG/597.png
598.0,CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,1.0,train,../data/images/hERG/598.png
599.0,COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(c4ccccc4)(N4CCCCC4=O)CC3)C(C)(C)C2)cc1,0.0,train,../data/images/hERG/599.png
600.0,CC1(C(F)F)NCCc2c1oc1cc(S(=O)(=O)c3cccc(F)c3)ccc21,0.0,train,../data/images/hERG/600.png
601.0,COc1ccc2ncc(F)c([C@@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1.0,train,../data/images/hERG/601.png
602.0,O=C1CC2CCc3cc(OC4CCN(C5CCC5)CC4)ccc3C2=NN1,0.0,train,../data/images/hERG/602.png
603.0,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)CC1,0.0,train,../data/images/hERG/603.png
604.0,Fc1ncccc1-c1cc2sc(N3CCC(N4CCCCC4)CC3)nc2cn1,1.0,train,../data/images/hERG/604.png
605.0,COc1cc(OC)cc(-c2nnc([C@@]3(Cc4ccccc4)OC(=O)N([C@H](C)c4ccccc4)C3=O)o2)c1,0.0,train,../data/images/hERG/605.png
606.0,CCC(O)(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,0.0,train,../data/images/hERG/606.png
607.0,Oc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,1.0,train,../data/images/hERG/607.png
608.0,Cc1nc2cc(C(F)(F)F)ccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,1.0,train,../data/images/hERG/608.png
609.0,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,0.0,train,../data/images/hERG/609.png
610.0,Cc1c2c(n3c1CCCN1CCC[C@@H](C1)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,1.0,train,../data/images/hERG/610.png
611.0,CC(C)(NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1CO)c1noc(C(F)(F)F)n1,0.0,train,../data/images/hERG/611.png
612.0,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)c(F)c2)CC1,1.0,train,../data/images/hERG/612.png
613.0,COc1cc(-c2cn(C3CC(C)(C)CCNC3=O)nn2)ccc1-n1cnc(C)c1,0.0,train,../data/images/hERG/613.png
614.0,Cn1c(SCCCN2CC3CCN(c4ccccc4OC(F)(F)F)C3C2)nnc1-c1cnccn1,1.0,train,../data/images/hERG/614.png
615.0,c1ccc([C@H]([C@@H](c2ccccc2)N2CCCC2)N2CCCC2)cc1,0.0,train,../data/images/hERG/615.png
616.0,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1.0,train,../data/images/hERG/616.png
617.0,CC(C)c1noc(N2CCN(c3ncc(OCc4ccc(S(C)(=O)=O)cc4F)cn3)[C@H](C)C2)n1,1.0,train,../data/images/hERG/617.png
618.0,O=C(O)c1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c2ccc(F)cc2)cc1,0.0,train,../data/images/hERG/618.png
619.0,CC(C)(C)C(F)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1.0,train,../data/images/hERG/619.png
620.0,COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1nccs1,0.0,train,../data/images/hERG/620.png
621.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1.0,train,../data/images/hERG/621.png
622.0,O=C(c1cc[n+]([O-])cc1)N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1,0.0,train,../data/images/hERG/622.png
623.0,Cc1[nH]c2ccccc2c1CCN1CCc2cc(/C=C/C(=O)NO)ccc2C1,0.0,train,../data/images/hERG/623.png
624.0,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,0.0,train,../data/images/hERG/624.png
625.0,COc1cc(-c2cn(CC(=O)N(CC(F)(F)F)c3ccc4c(c3)CCC4)nn2)ccc1-n1cnc(C)c1,1.0,train,../data/images/hERG/625.png
626.0,Cc1cnc(N2CCC([C@H]3C[C@H]3CCOc3nc(C)cc(C#N)n3)CC2)nc1,1.0,train,../data/images/hERG/626.png
627.0,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C(F)(F)F)cc2)cc1,1.0,train,../data/images/hERG/627.png
628.0,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,0.0,train,../data/images/hERG/628.png
629.0,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,0.0,train,../data/images/hERG/629.png
630.0,CCn1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)oc1=O,0.0,train,../data/images/hERG/630.png
631.0,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,1.0,train,../data/images/hERG/631.png
632.0,N#Cc1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,1.0,train,../data/images/hERG/632.png
633.0,CC(C)N1CCN[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.0,train,../data/images/hERG/633.png
634.0,COc1cc(-c2cn(C3CC(C(F)(F)F)CCNC3=O)nn2)ccc1-n1cnc(C)c1,0.0,train,../data/images/hERG/634.png
635.0,CC(C)N1CCC(Oc2ccc(N3CCN(C(=O)c4cc(F)cc(F)c4)CC3=O)cc2)CC1,0.0,train,../data/images/hERG/635.png
636.0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.0,train,../data/images/hERG/636.png
637.0,Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)o1,1.0,train,../data/images/hERG/637.png
638.0,Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C(F)(F)F)oc6c(Br)c5CC4)n3C)cccc2n1,1.0,train,../data/images/hERG/638.png
639.0,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,0.0,train,../data/images/hERG/639.png
640.0,Cc1nc2ccncc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,0.0,train,../data/images/hERG/640.png
641.0,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,1.0,train,../data/images/hERG/641.png
642.0,NC(=O)c1cc(-c2ccccc2F)sc1Nc1cccc(CN2CCOCC2)n1,1.0,train,../data/images/hERG/642.png
643.0,C[C@@H]1COCCN1c1nc(-c2cncc3[nH]ccc23)cc2c1ncn2C,0.0,train,../data/images/hERG/643.png
644.0,CO[C@H](C[C@H](CCCCNCc1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1,1.0,train,../data/images/hERG/644.png
645.0,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,1.0,train,../data/images/hERG/645.png
646.0,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,0.0,train,../data/images/hERG/646.png
647.0,COc1cnc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,0.0,train,../data/images/hERG/647.png
648.0,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cc(Cl)cnc56)(CC3)OC4)nc2N1,1.0,train,../data/images/hERG/648.png
649.0,COc1cccc2c1OC(c1ccc(OCCCN3CCCCC3)cc1)C(C)S2(=O)=O,1.0,train,../data/images/hERG/649.png
650.0,Cc1cccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)c1,1.0,train,../data/images/hERG/650.png
651.0,COc1ccc([C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,1.0,train,../data/images/hERG/651.png
652.0,OC(c1ccc2c(cnn2-c2ccc(F)cc2)c1)(c1cccc(Cl)c1Cl)C(F)(F)F,0.0,train,../data/images/hERG/652.png
653.0,O=C(c1ccc(Oc2cccc(Cl)c2)nc1)N1CCCN(C2CCC2)CC1,1.0,train,../data/images/hERG/653.png
654.0,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,0.0,train,../data/images/hERG/654.png
655.0,COC1CCN(S(=O)(=O)c2ccc(-c3ccc(CCN4CCC[C@H]4C)cc3)cc2)CC1,1.0,train,../data/images/hERG/655.png
656.0,COCCN1Cc2c(nc(C)c(CN)c2-c2ccc(Cl)cc2Cl)C1=O,0.0,train,../data/images/hERG/656.png
657.0,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,0.0,train,../data/images/hERG/657.png
658.0,COc1ccc(C(CC(=O)N2CCN(Cc3nc4ccc(C)cc4o3)CC2)c2ccccc2)cc1,1.0,train,../data/images/hERG/658.png
659.0,O=C(Nc1ccc(Cl)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1ncccc1Cl,0.0,train,../data/images/hERG/659.png
660.0,COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCCC5)cc4)CC3)o2)cc1,0.0,train,../data/images/hERG/660.png
661.0,CC(C)Oc1ccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,0.0,train,../data/images/hERG/661.png
662.0,COc1cc(OC2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1.0,train,../data/images/hERG/662.png
663.0,Fc1ccc(CN(C2CCOCC2)[C@H]2CCNC2)c(F)c1F,1.0,train,../data/images/hERG/663.png
664.0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1,1.0,train,../data/images/hERG/664.png
665.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2c1NON2,0.0,train,../data/images/hERG/665.png
666.0,Nc1cnc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1,0.0,train,../data/images/hERG/666.png
667.0,CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc(C)c(C)n4-c4ccc(F)cc4)cc3)CC2)c1,1.0,train,../data/images/hERG/667.png
668.0,COc1cc(-c2cn(C3(C)CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,1.0,train,../data/images/hERG/668.png
669.0,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,0.0,train,../data/images/hERG/669.png
670.0,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,0.0,train,../data/images/hERG/670.png
671.0,CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,0.0,train,../data/images/hERG/671.png
672.0,Cc1c(CNC2CCCC2)nn(-c2ncccc2Cl)c1-c1cccnc1,0.0,train,../data/images/hERG/672.png
673.0,CC(C)CN(C(=O)c1cc(Cl)cc(Cl)c1)[C@H]1CCNC1,0.0,train,../data/images/hERG/673.png
674.0,CNCc1cc(F)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,1.0,train,../data/images/hERG/674.png
675.0,Cc1noc(/C(=C/c2cccc(-n3cc(C(=O)Nc4c(Cl)cncc4Cl)c(=O)c4cccnc43)c2)c2ccc(S(C)(=O)=O)cc2)n1,1.0,train,../data/images/hERG/675.png
676.0,C[n+]1c(CCCOc2ccccc2)cccc1CCCOc1ccccc1,1.0,train,../data/images/hERG/676.png
677.0,Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,1.0,train,../data/images/hERG/677.png
678.0,CNCc1ccc(Br)cc1Oc1ccc(Cl)c(Cl)c1,1.0,train,../data/images/hERG/678.png
679.0,Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CS(C)(=O)=O)cnc2C(N)=O)c1,0.0,train,../data/images/hERG/679.png
680.0,CNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,0.0,train,../data/images/hERG/680.png
681.0,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6oc(C(F)(F)C(F)(F)F)nc6c5CC4)n3C)cccc2n1,1.0,train,../data/images/hERG/681.png
682.0,O=C(O)C1(F)CCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)CC1,0.0,train,../data/images/hERG/682.png
683.0,CCCCCCCN(CC)CC#CCOC(c1ccccc1)c1ccccc1,1.0,train,../data/images/hERG/683.png
684.0,COc1cc(N2CCN(C(=O)Cn3nc(C(F)(F)F)c(Cl)c3C)CC2)ccc1Cl,0.0,train,../data/images/hERG/684.png
685.0,O=c1ccc(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)n[nH]1,1.0,train,../data/images/hERG/685.png
686.0,CNCCCN1c2ccccc2CCc2ccccc21,1.0,train,../data/images/hERG/686.png
687.0,O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)CNCC3,1.0,train,../data/images/hERG/687.png
688.0,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,0.0,train,../data/images/hERG/688.png
689.0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1.0,train,../data/images/hERG/689.png
690.0,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,1.0,train,../data/images/hERG/690.png
691.0,Cc1nc(-c2ccc(Cl)cc2)nc(OCCCN2CCCCC2)c1Cl,1.0,train,../data/images/hERG/691.png
692.0,CN1Cc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc(c3c2)N2CC[C@H]1C2=O,1.0,train,../data/images/hERG/692.png
693.0,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,0.0,train,../data/images/hERG/693.png
694.0,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(CC7CC7)oc6cc5CC4)n3C)cccc2n1,1.0,train,../data/images/hERG/694.png
695.0,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(C3CN([C@H](C)c4ccnc5ncccc45)C3)C(=O)O[C@]12C,0.0,train,../data/images/hERG/695.png
696.0,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(CC5CC5)oc4cc3CC2)n1C,1.0,train,../data/images/hERG/696.png
697.0,Cc1cccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc12,1.0,train,../data/images/hERG/697.png
698.0,CCOC(=O)c1sc2nc(/C=C/c3ccc(-n4cnc(C)c4)c(OC)c3)nc(N)c2c1C,1.0,train,../data/images/hERG/698.png
699.0,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2nc3c(s2)CCCC3)CC1,1.0,train,../data/images/hERG/699.png
700.0,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1C,1.0,train,../data/images/hERG/700.png
701.0,CN1c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc2C(C(=O)NCO)CC1(C)C,1.0,train,../data/images/hERG/701.png
702.0,c1ccc(CCCNCCC(c2ccccc2)c2ccccc2)cc1,1.0,train,../data/images/hERG/702.png
703.0,O=C(NC[C@H]1CCCC[C@H]1O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1.0,train,../data/images/hERG/703.png
704.0,O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)c1cccs1)C2)NO,0.0,train,../data/images/hERG/704.png
705.0,COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,0.0,train,../data/images/hERG/705.png
706.0,Cc1cc(NCc2c(F)cccc2C(F)(F)F)c2cccc(C(N)=O)c2n1,1.0,train,../data/images/hERG/706.png
707.0,COC1COCCC1N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCc3ncc(OC(C)C)cc3C2)C1,0.0,train,../data/images/hERG/707.png
708.0,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cc(Cl)c(Cl)cc1C(=O)O)CC2,0.0,train,../data/images/hERG/708.png
709.0,N#Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,0.0,train,../data/images/hERG/709.png
710.0,C[C@@H]1CCCCN1CCCNCc1ccc(CNCCCN2CCCC[C@H]2C)cc1,0.0,train,../data/images/hERG/710.png
711.0,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,0.0,train,../data/images/hERG/711.png
712.0,Fc1cccc(-c2nc3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5C(F)(F)F)no4)cc-3n2)c1F,0.0,train,../data/images/hERG/712.png
713.0,O=C(NC1CCN(C2CCc3c2ccc2c3OCO2)CC1)c1cc(=O)c2cc(F)ccc2o1,1.0,train,../data/images/hERG/713.png
714.0,Cc1cccc([C@H]2CC[C@@H](CNC(=O)c3ccc(-c4nc5cc(C#N)cc(C(C)C)c5o4)cc3)CC2)c1,0.0,train,../data/images/hERG/714.png
715.0,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(CC)c4ccc(C(F)(F)F)cc34)C2)CC1,1.0,train,../data/images/hERG/715.png
716.0,C[C@@H](C[C@@H](CS(=O)(=O)N1CCC(OCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,1.0,train,../data/images/hERG/716.png
717.0,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,0.0,train,../data/images/hERG/717.png
718.0,COc1cccc(-n2cc3nc(CC(C)C)n(C[C@H]4CCCN(C[C@H]5CCCO5)C4)c(=O)c3n2)c1,1.0,train,../data/images/hERG/718.png
719.0,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1.0,train,../data/images/hERG/719.png
720.0,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,0.0,train,../data/images/hERG/720.png
721.0,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)c(C)c1,1.0,train,../data/images/hERG/721.png
722.0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,0.0,train,../data/images/hERG/722.png
723.0,COc1ccc2ncc(F)c(CCC34CCC(N(C)Cc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1.0,train,../data/images/hERG/723.png
724.0,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.0,train,../data/images/hERG/724.png
725.0,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCNCC1,0.0,train,../data/images/hERG/725.png
726.0,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,1.0,train,../data/images/hERG/726.png
727.0,CCCCNc1nccc2[nH]c3ccccc3c12,1.0,train,../data/images/hERG/727.png
728.0,Clc1ccc(C2CC=CCNC2)cc1Cl,0.0,train,../data/images/hERG/728.png
729.0,O=[N+]([O-])c1ccc(CCN2CCNCC2)cc1,1.0,train,../data/images/hERG/729.png
730.0,CC1=C(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1,1.0,train,../data/images/hERG/730.png
731.0,CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1,1.0,train,../data/images/hERG/731.png
732.0,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,0.0,train,../data/images/hERG/732.png
733.0,[O-][S+]1CCC(C2N[C@@H](c3nc(-c4ccccc4)c[nH]3)Cc3c2[nH]c2ccccc32)CC1,1.0,train,../data/images/hERG/733.png
734.0,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,0.0,train,../data/images/hERG/734.png
735.0,O=C(Nc1ccc(-c2nnc(NCCCN3CCCC3)o2)cc1)c1ccccc1F,1.0,train,../data/images/hERG/735.png
736.0,NC1=N[C@](c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,1.0,train,../data/images/hERG/736.png
737.0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,0.0,train,../data/images/hERG/737.png
738.0,CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc2ccccc2)n1,1.0,train,../data/images/hERG/738.png
739.0,CN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1,1.0,train,../data/images/hERG/739.png
740.0,CN[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,1.0,train,../data/images/hERG/740.png
741.0,Cc1ncoc1-c1nnc(SCCCNC2CC3CC3(c3ccccc3)C2)n1C,1.0,train,../data/images/hERG/741.png
742.0,Cc1cccc(S(=O)(=O)N2Cc3ccc(/C=C/C(=O)NO)cc3C2)c1,0.0,train,../data/images/hERG/742.png
743.0,O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3OC[C@@H]12)c1ccc(Cl)s1,0.0,train,../data/images/hERG/743.png
744.0,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(F)(F)C(F)(F)F)oc4cc3CC2)n1C,1.0,train,../data/images/hERG/744.png
745.0,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2ccsc2)cc1,1.0,train,../data/images/hERG/745.png
746.0,Cc1noc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,0.0,train,../data/images/hERG/746.png
747.0,CN1C[C@@H]2CCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,1.0,train,../data/images/hERG/747.png
748.0,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OC[C@@H]7C[C@@H](O)[C@@H](O)C7)nc56)(CC3)OC4)nc2N1,1.0,train,../data/images/hERG/748.png
749.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,0.0,train,../data/images/hERG/749.png
750.0,NC1(C(=O)N[C@@H](CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.0,train,../data/images/hERG/750.png
751.0,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(C(F)(F)F)cc4)CC3)n2)c1C,0.0,train,../data/images/hERG/751.png
752.0,CC1(C)C[C@@H]2C[C@@](C)(CN2CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1.0,train,../data/images/hERG/752.png
