idx,smiles,ClinTox,group,img_path
176.0,CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c([O-])c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,1.0,train,../data/images/ClinTox/176.png
177.0,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,0.0,train,../data/images/ClinTox/177.png
178.0,CC(=O)OCC[N+](C)(C)C,1.0,train,../data/images/ClinTox/178.png
179.0,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)[O-],1.0,train,../data/images/ClinTox/179.png
180.0,C[NH+](C)CCOC(c1ccc(Cl)cc1)c1ccccn1,1.0,train,../data/images/ClinTox/180.png
181.0,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,train,../data/images/ClinTox/181.png
182.0,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1.0,train,../data/images/ClinTox/182.png
183.0,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,1.0,train,../data/images/ClinTox/183.png
184.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.0,train,../data/images/ClinTox/184.png
185.0,CCCCCCCCCCCCCCCCCCCCCCO,1.0,train,../data/images/ClinTox/185.png
186.0,*C(=O)[C@H](CCCCNC(=O)OCCOC)NC(=O)OCCOC,1.0,train,../data/images/ClinTox/186.png
187.0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,1.0,train,../data/images/ClinTox/187.png
188.0,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,0.0,train,../data/images/ClinTox/188.png
189.0,ClCC1CO1,1.0,train,../data/images/ClinTox/189.png
190.0,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,1.0,train,../data/images/ClinTox/190.png
191.0,Cc1ccc(S(=O)(=O)[N-]C(=O)N[NH+]2CCCCCC2)cc1,1.0,train,../data/images/ClinTox/191.png
192.0,O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,train,../data/images/ClinTox/192.png
193.0,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0,train,../data/images/ClinTox/193.png
194.0,CCC[NH+](CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,1.0,train,../data/images/ClinTox/194.png
195.0,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/ClinTox/195.png
196.0,CC(O)C(=O)[O-],1.0,train,../data/images/ClinTox/196.png
197.0,O=C(OC1CC2CC3C[C@H](C1)[NH+]2CC3=O)c1c[nH]c2ccccc12,1.0,train,../data/images/ClinTox/197.png
198.0,C=CC([NH3+])CCC(=O)[O-],1.0,train,../data/images/ClinTox/198.png
199.0,C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,1.0,train,../data/images/ClinTox/199.png
200.0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,1.0,train,../data/images/ClinTox/200.png
201.0,CCOc1ccc(CC(CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-])cc1,1.0,train,../data/images/ClinTox/201.png
202.0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)[O-],1.0,train,../data/images/ClinTox/202.png
203.0,O=C([O-])CCCCCCCC(=O)[O-],1.0,train,../data/images/ClinTox/203.png
204.0,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.0,train,../data/images/ClinTox/204.png
205.0,COc1c(C)c2c(c([O-])c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,1.0,train,../data/images/ClinTox/205.png
206.0,CC1=C2N3[Co+]456(O)<-N7=C1[C@@H](CCC(N)=O)C(C)(C)C7=CC1=N->4C(=C(C)C4=N->5[C@@](C)([C@H]3[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cn->6c5cc(C)c(C)cc53)O[C@@H]2CO)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,1.0,train,../data/images/ClinTox/206.png
207.0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,1.0,train,../data/images/ClinTox/207.png
208.0,C[NH+](C)CCC(c1ccccc1)c1ccccn1,1.0,train,../data/images/ClinTox/208.png
209.0,O=C([O-])c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,1.0,train,../data/images/ClinTox/209.png
210.0,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H]([NH+]6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,1.0,train,../data/images/ClinTox/210.png
211.0,[Se],0.0,train,../data/images/ClinTox/211.png
212.0,CC(C)[C@H]([NH3+])C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,1.0,train,../data/images/ClinTox/212.png
213.0,O=C([O-])P(=O)([O-])[O-],1.0,train,../data/images/ClinTox/213.png
214.0,CCC1(CC)C(=O)NC(=O)N(C)C1=O,1.0,train,../data/images/ClinTox/214.png
215.0,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1.0,train,../data/images/ClinTox/215.png
216.0,CC(C)(C(=O)c1cccnc1)c1cccnc1,1.0,train,../data/images/ClinTox/216.png
217.0,Nc1ccc(C(=O)NCC(=O)[O-])cc1,1.0,train,../data/images/ClinTox/217.png
218.0,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CC[NH+]1CCOCC1)c1ccccc1S2,1.0,train,../data/images/ClinTox/218.png
219.0,CCc1c2c(nc3ccc(OC(=O)N4CCC([NH+]5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1.0,train,../data/images/ClinTox/219.png
220.0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1.0,train,../data/images/ClinTox/220.png
221.0,CCCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,1.0,train,../data/images/ClinTox/221.png
222.0,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1C[NH+]1CCN(c2nsc3ccccc23)CC1,1.0,train,../data/images/ClinTox/222.png
223.0,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,1.0,train,../data/images/ClinTox/223.png
224.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CC[NH+]3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1.0,train,../data/images/ClinTox/224.png
225.0,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,1.0,train,../data/images/ClinTox/225.png
226.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1.0,train,../data/images/ClinTox/226.png
227.0,O=S(=O)(OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O,1.0,train,../data/images/ClinTox/227.png
228.0,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,0.0,train,../data/images/ClinTox/228.png
229.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],1.0,train,../data/images/ClinTox/229.png
230.0,NC(CCSCc1csc([NH+]=C(N)N)n1)=NS(N)(=O)=O,1.0,train,../data/images/ClinTox/230.png
231.0,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,1.0,train,../data/images/ClinTox/231.png
232.0,Oc1c(I)cc(Cl)c2cccnc12,1.0,train,../data/images/ClinTox/232.png
233.0,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1.0,train,../data/images/ClinTox/233.png
234.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1.0,train,../data/images/ClinTox/234.png
235.0,CN1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/ClinTox/235.png
236.0,C[NH+](C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1.0,train,../data/images/ClinTox/236.png
237.0,COc1ccc(OC)c(C(O)C(C)[NH3+])c1,1.0,train,../data/images/ClinTox/237.png
238.0,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,1.0,train,../data/images/ClinTox/238.png
239.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,1.0,train,../data/images/ClinTox/239.png
240.0,Cn1cc[nH]c1=S,1.0,train,../data/images/ClinTox/240.png
241.0,C[NH+]1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1.0,train,../data/images/ClinTox/241.png
242.0,CC(C)NCC(O)COc1cccc2ccccc12,0.0,train,../data/images/ClinTox/242.png
243.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1.0,train,../data/images/ClinTox/243.png
244.0,CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1.0,train,../data/images/ClinTox/244.png
245.0,CC([NH3+])C12CC3CC(CC(C3)C1)C2,1.0,train,../data/images/ClinTox/245.png
246.0,NC(N)=[NH+]CCN1CCCCCCC1,1.0,train,../data/images/ClinTox/246.png
247.0,Nc1cc(-c2ccncc2)c[nH]c1=O,1.0,train,../data/images/ClinTox/247.png
248.0,C[NH2+]CC[C@H](Oc1cccc2ccccc12)c1cccs1,1.0,train,../data/images/ClinTox/248.png
249.0,CC(C)(C)[NH2+]CC(O)c1cc(O)cc(O)c1,1.0,train,../data/images/ClinTox/249.png
250.0,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,1.0,train,../data/images/ClinTox/250.png
251.0,COc1ccccc1OCC(O)COC(N)=O,1.0,train,../data/images/ClinTox/251.png
252.0,C[NH+]1CCC(=C2c3ccccc3CCn3c(C=O)c[nH+]c32)CC1,1.0,train,../data/images/ClinTox/252.png
253.0,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1.0,train,../data/images/ClinTox/253.png
254.0,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC[NH+](CC(=O)[O-])CC1,1.0,train,../data/images/ClinTox/254.png
255.0,CC(C)c1cccc(C(C)C)c1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-],1.0,train,../data/images/ClinTox/255.png
256.0,Cl[201Tl],1.0,train,../data/images/ClinTox/256.png
257.0,[NH3+][C@@H]1CC1c1ccccc1,1.0,train,../data/images/ClinTox/257.png
258.0,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,1.0,train,../data/images/ClinTox/258.png
259.0,OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/ClinTox/259.png
260.0,C[C@H]1c2cccc([O-])c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@@H]21,1.0,train,../data/images/ClinTox/260.png
261.0,CCOC(=O)CCCCCCCCC(C)c1ccccc1I,1.0,train,../data/images/ClinTox/261.png
262.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,1.0,train,../data/images/ClinTox/262.png
263.0,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,1.0,train,../data/images/ClinTox/263.png
264.0,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,1.0,train,../data/images/ClinTox/264.png
265.0,CCCCCCC(=O)OCCN1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/ClinTox/265.png
266.0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,1.0,train,../data/images/ClinTox/266.png
267.0,CC(CN1c2ccccc2CCc2ccccc21)C[NH+](C)C,1.0,train,../data/images/ClinTox/267.png
268.0,C[C@@H]1O[C@@]2(CS1)C[NH+]1CCC2CC1,1.0,train,../data/images/ClinTox/268.png
269.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1.0,train,../data/images/ClinTox/269.png
270.0,CN(C)/N=N/c1[nH]cnc1C(N)=O,1.0,train,../data/images/ClinTox/270.png
271.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.0,train,../data/images/ClinTox/271.png
272.0,CCOP(=O)(OCC)SCC[N+](C)(C)C,1.0,train,../data/images/ClinTox/272.png
273.0,O=C([O-])/C=C/C(=O)[O-],1.0,train,../data/images/ClinTox/273.png
274.0,C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1.0,train,../data/images/ClinTox/274.png
275.0,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.0,train,../data/images/ClinTox/275.png
276.0,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,1.0,train,../data/images/ClinTox/276.png
277.0,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](OC2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],1.0,train,../data/images/ClinTox/277.png
278.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1.0,train,../data/images/ClinTox/278.png
279.0,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CC[NH+]1CC1CC1)[C@H]2O5,1.0,train,../data/images/ClinTox/279.png
280.0,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccccc3)[C@H]2SC1(C)C,1.0,train,../data/images/ClinTox/280.png
281.0,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.0,train,../data/images/ClinTox/281.png
282.0,O=C([O-])C(S)C(S)C(=O)[O-],1.0,train,../data/images/ClinTox/282.png
283.0,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1.0,train,../data/images/ClinTox/283.png
284.0,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1.0,train,../data/images/ClinTox/284.png
285.0,CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,1.0,train,../data/images/ClinTox/285.png
286.0,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1.0,train,../data/images/ClinTox/286.png
287.0,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)[O-])SCCS2,1.0,train,../data/images/ClinTox/287.png
288.0,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)C[C@H](C)[NH2+]1,1.0,train,../data/images/ClinTox/288.png
289.0,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,1.0,train,../data/images/ClinTox/289.png
290.0,CC(C)[C@@H]1NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H]([NH3+])Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,1.0,train,../data/images/ClinTox/290.png
291.0,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/ClinTox/291.png
292.0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1.0,train,../data/images/ClinTox/292.png
293.0,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,1.0,train,../data/images/ClinTox/293.png
294.0,N#Cc1ccc2[nH]cc(CCCC[NH+]3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,1.0,train,../data/images/ClinTox/294.png
295.0,C[NH2+]C(C)C1CCC([NH3+])C(OC2C([NH3+])CC([NH3+])C(OC3OCC(C)(O)C([NH2+]C)C3O)C2O)O1,1.0,train,../data/images/ClinTox/295.png
296.0,CC1(C)S[C@@H]2[C@H](/[NH+]=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)[O-],1.0,train,../data/images/ClinTox/296.png
297.0,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1.0,train,../data/images/ClinTox/297.png
298.0,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CC[NH+]1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1.0,train,../data/images/ClinTox/298.png
299.0,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],1.0,train,../data/images/ClinTox/299.png
300.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,1.0,train,../data/images/ClinTox/300.png
301.0,CN(C)c1nc(N(C)C)nc(N(C)C)n1,1.0,train,../data/images/ClinTox/301.png
302.0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,0.0,train,../data/images/ClinTox/302.png
303.0,O=C(O)C1(C(=O)O)CCC1,0.0,train,../data/images/ClinTox/303.png
304.0,O=[N+]([O-])[O-],1.0,train,../data/images/ClinTox/304.png
305.0,COc1cc(C[C@@H]2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,1.0,train,../data/images/ClinTox/305.png
306.0,[NH3+][C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]12,1.0,train,../data/images/ClinTox/306.png
307.0,O=P1(NCCCl)OCCCN1CCCl,1.0,train,../data/images/ClinTox/307.png
308.0,COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,1.0,train,../data/images/ClinTox/308.png
309.0,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1.0,train,../data/images/ClinTox/309.png
310.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,1.0,train,../data/images/ClinTox/310.png
311.0,C[NH2+][C@@H](C)[C@@H](O)c1ccccc1,1.0,train,../data/images/ClinTox/311.png
312.0,C[NH+](CCCl)CCCl,1.0,train,../data/images/ClinTox/312.png
313.0,CC([NH2+]C(C)(C)C)C(=O)c1cccc(Cl)c1,1.0,train,../data/images/ClinTox/313.png
314.0,CN(C)C(=O)Oc1ccc[n+](C)c1,1.0,train,../data/images/ClinTox/314.png
315.0,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1.0,train,../data/images/ClinTox/315.png
316.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],1.0,train,../data/images/ClinTox/316.png
317.0,CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.0,train,../data/images/ClinTox/317.png
318.0,CC(C)[NH2+]C(C)Cc1ccc([123I])cc1,1.0,train,../data/images/ClinTox/318.png
319.0,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,1.0,train,../data/images/ClinTox/319.png
320.0,COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,1.0,train,../data/images/ClinTox/320.png
321.0,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,0.0,train,../data/images/ClinTox/321.png
322.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1.0,train,../data/images/ClinTox/322.png
323.0,CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1.0,train,../data/images/ClinTox/323.png
324.0,CCCCOc1cc(C(=O)OCC[NH+](CC)CC)ccc1N,1.0,train,../data/images/ClinTox/324.png
325.0,CC[NH+](CC)C(C)CN1c2ccccc2Sc2ccccc21,1.0,train,../data/images/ClinTox/325.png
326.0,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,1.0,train,../data/images/ClinTox/326.png
327.0,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])[O-])n1,1.0,train,../data/images/ClinTox/327.png
328.0,C[NH+]1CCC(=C2c3ccccc3CCc3cccnc32)CC1,1.0,train,../data/images/ClinTox/328.png
329.0,CC(=O)c1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,1.0,train,../data/images/ClinTox/329.png
330.0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,1.0,train,../data/images/ClinTox/330.png
331.0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,1.0,train,../data/images/ClinTox/331.png
332.0,CN1C(=O)CC(c2ccccc2)C1=O,1.0,train,../data/images/ClinTox/332.png
333.0,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,1.0,train,../data/images/ClinTox/333.png
334.0,Cc1ccccc1C(OCC[NH+](C)C)c1ccccc1,1.0,train,../data/images/ClinTox/334.png
335.0,O=C([O-])c1cccnc1,1.0,train,../data/images/ClinTox/335.png
336.0,COc1cnc([N-]S(=O)(=O)c2ccc(N)cc2)nc1,1.0,train,../data/images/ClinTox/336.png
337.0,C[NH2+]CC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,1.0,train,../data/images/ClinTox/337.png
338.0,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,1.0,train,../data/images/ClinTox/338.png
339.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,1.0,train,../data/images/ClinTox/339.png
340.0,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,1.0,train,../data/images/ClinTox/340.png
341.0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1.0,train,../data/images/ClinTox/341.png
342.0,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,1.0,train,../data/images/ClinTox/342.png
343.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0,train,../data/images/ClinTox/343.png
344.0,C1C[NH2+]CCN1,1.0,train,../data/images/ClinTox/344.png
345.0,CC(C)[NH2+]CC(O)COc1ccc(CC(N)=O)cc1,1.0,train,../data/images/ClinTox/345.png
346.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1.0,train,../data/images/ClinTox/346.png
347.0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1.0,train,../data/images/ClinTox/347.png
348.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,1.0,train,../data/images/ClinTox/348.png
349.0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,1.0,train,../data/images/ClinTox/349.png
350.0,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,1.0,train,../data/images/ClinTox/350.png
