idx,smiles,bbb,group,img_path
176.0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/176.png
177.0,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2ncccn2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/177.png
178.0,COc1cccc(C2(O)CCCCC2CN(C)C)c1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/178.png
179.0,CCNC1(c2ccccc2)CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/179.png
180.0,CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/180.png
181.0,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/181.png
182.0,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/182.png
183.0,O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/183.png
184.0,O=C1NC(=O)[C@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/184.png
185.0,CC12C=CC(=O)C=C1C(Cl)=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.0,train,../data/images/balanced_scaffold_seed99_bbb/185.png
186.0,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/186.png
187.0,COc1cc(C(=O)C=CN2CC=CC2)cc(OC)c1OC,1.0,train,../data/images/balanced_scaffold_seed99_bbb/187.png
188.0,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/188.png
189.0,C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/189.png
190.0,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/190.png
191.0,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,0.0,train,../data/images/balanced_scaffold_seed99_bbb/191.png
192.0,CNC1CCN2c3ccccc3CCc3cccc1c32,1.0,train,../data/images/balanced_scaffold_seed99_bbb/192.png
193.0,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/193.png
194.0,O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/194.png
195.0,CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/195.png
196.0,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/196.png
197.0,OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/197.png
198.0,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/198.png
199.0,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/199.png
200.0,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/200.png
201.0,CC(=O)OCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/201.png
202.0,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/202.png
203.0,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/203.png
204.0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/204.png
205.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/205.png
206.0,CC1(C)SC2C(NC(=O)C(NS(=O)(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/206.png
207.0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/207.png
208.0,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/208.png
209.0,COC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(Cl)c(Cl)c1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/209.png
210.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/210.png
211.0,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/211.png
212.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/212.png
213.0,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/213.png
214.0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,train,../data/images/balanced_scaffold_seed99_bbb/214.png
215.0,CC1OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/215.png
216.0,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/216.png
217.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/217.png
218.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/218.png
219.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(NC(=O)C(N)CC(C)C)C(O)C(C)O1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/219.png
220.0,CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/220.png
221.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/221.png
222.0,CCOC(OCC)C(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/222.png
223.0,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/223.png
224.0,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/224.png
225.0,Nc1nc(O)c2c(n1)NC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/225.png
226.0,OC1(c2ccccc2Cl)C2=NCCCN2c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/226.png
227.0,CCC1CC(=O)C2Oc3c(OC)ccc4c3C23CCN(CC2CC2)C(C4)C13,1.0,train,../data/images/balanced_scaffold_seed99_bbb/227.png
228.0,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/228.png
229.0,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/229.png
230.0,C1CCc2nnnn2CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/230.png
231.0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/231.png
232.0,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/232.png
233.0,CN1C2CCC1CC(OC(=O)C(C)(CO)c1ccccc1)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/233.png
234.0,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/234.png
235.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/235.png
236.0,CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/236.png
237.0,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/237.png
238.0,CC1(C)SC2C(NC(=O)C(N=Cc3ccco3)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/238.png
239.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/239.png
240.0,CN=C1C=CC=CC1=CN1CCN(C)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/240.png
241.0,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/241.png
242.0,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/242.png
243.0,CSc1ccccc1NCCC1CCCCN1C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/243.png
244.0,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/244.png
245.0,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/245.png
246.0,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/246.png
247.0,CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/247.png
248.0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/248.png
249.0,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/249.png
250.0,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/250.png
251.0,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/251.png
252.0,CN1CCN2c3ncccc3Cc3ccccc3C2C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/252.png
253.0,CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/253.png
254.0,NC1=NC(=O)C(c2ccccc2)O1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/254.png
255.0,CCNC1=NC(=O)C(c2ccccc2)O1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/255.png
256.0,CN(C)C1=NC(=O)C(c2ccccc2)O1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/256.png
257.0,O=C1OCCC1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/257.png
258.0,CC1OC1P(=O)(O)O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/258.png
259.0,C1CO1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/259.png
260.0,CCCC1OC1(CC)C(N)=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/260.png
261.0,CC1(C)SC2C(NC(=O)c3nc4ccccc4nc3C(=O)O)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/261.png
262.0,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/262.png
263.0,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/263.png
264.0,CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/264.png
265.0,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)c2c(O)c3c(c(O)c2C1OC1CC(N(C)C)C(O)C(C)O1)C(=O)c1cccc(O)c1C3=O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/265.png
266.0,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/266.png
267.0,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/267.png
268.0,c1ccc2cc(COC3CCNCC3)ccc2c1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/268.png
269.0,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,1.0,train,../data/images/balanced_scaffold_seed99_bbb/269.png
270.0,Clc1cccc(Cl)c1N=C1NCCN1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/270.png
271.0,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/271.png
272.0,COC1CCCC2C1=C(C=O)N1C(=O)C(C(C)O)C21,0.0,train,../data/images/balanced_scaffold_seed99_bbb/272.png
273.0,Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/273.png
274.0,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/274.png
275.0,CN1CCC23c4c5ccc(O)c4OC2C(C)(O)CCC3C1C5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/275.png
276.0,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,1.0,train,../data/images/balanced_scaffold_seed99_bbb/276.png
277.0,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/277.png
278.0,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/278.png
279.0,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/279.png
280.0,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/280.png
281.0,CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/281.png
282.0,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/282.png
283.0,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/283.png
284.0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/284.png
285.0,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/285.png
286.0,COC1=CC(=O)OC1C(O)c1ccccc1Cl,1.0,train,../data/images/balanced_scaffold_seed99_bbb/286.png
287.0,CC12CC(=O)C3C(CCC4CC(O)CCC43C)C1CCC2C(=O)CO,1.0,train,../data/images/balanced_scaffold_seed99_bbb/287.png
288.0,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/288.png
289.0,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/289.png
290.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/290.png
291.0,CCC1(C)CC(=O)NC1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/291.png
292.0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/292.png
293.0,CN1CCC2=C(CC1)c1ccccc1Oc1ccccc12,1.0,train,../data/images/balanced_scaffold_seed99_bbb/293.png
294.0,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/294.png
295.0,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/295.png
296.0,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/296.png
297.0,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/297.png
298.0,CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/298.png
299.0,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,1.0,train,../data/images/balanced_scaffold_seed99_bbb/299.png
300.0,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,1.0,train,../data/images/balanced_scaffold_seed99_bbb/300.png
301.0,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,1.0,train,../data/images/balanced_scaffold_seed99_bbb/301.png
302.0,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,1.0,train,../data/images/balanced_scaffold_seed99_bbb/302.png
303.0,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,1.0,train,../data/images/balanced_scaffold_seed99_bbb/303.png
304.0,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3,1.0,train,../data/images/balanced_scaffold_seed99_bbb/304.png
305.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.0,train,../data/images/balanced_scaffold_seed99_bbb/305.png
306.0,CN=CN[C@H]1CC[C@@H](CO)O1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/306.png
307.0,CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/307.png
308.0,CNCCC(Oc1cccc2ccccc12)c1cccs1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/308.png
309.0,O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/309.png
310.0,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/310.png
311.0,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/311.png
312.0,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3csc(I)c3)CC2)C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/312.png
313.0,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/313.png
314.0,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/314.png
315.0,CNCCCN1c2ccccc2C(C)(C)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/315.png
316.0,C=CCN1C(=O)C(CC(C)C)NC1=S,1.0,train,../data/images/balanced_scaffold_seed99_bbb/316.png
317.0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/317.png
318.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/318.png
319.0,CCC1(c2ccccc2)CCC(=O)NC1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/319.png
320.0,Cc1cc(C(=O)NNCc2ccccc2)no1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/320.png
321.0,CN1C(=O)CC(C)(c2ccccc2)C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/321.png
322.0,O=C1CC(c2cccc(Br)c2)C(=O)N1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/322.png
323.0,CN1C(=O)CC(c2ccccc2)C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/323.png
324.0,CCC1C(=O)NC(=O)C1(C)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/324.png
325.0,CCNC1(c2cccs2)CCCCC1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/325.png
326.0,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/326.png
327.0,CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/327.png
328.0,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/328.png
329.0,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/329.png
330.0,CN(C)CCC1(c2ccccc2)CCc2ccccc2C1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/330.png
331.0,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/331.png
332.0,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/332.png
333.0,C=CCc1ccccc1C1CN(C)CCN1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/333.png
334.0,CC(=O)OC(c1ccccc1)C1CCCCN1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/334.png
335.0,COC(=O)C(c1ccccc1)C1CCCCN1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/335.png
336.0,c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/336.png
337.0,O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/337.png
338.0,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/338.png
339.0,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/339.png
340.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/340.png
341.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/341.png
342.0,CN1CCN(CCCN2c3ccccc3Sc3cccc(C(F)(F)F)c32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/342.png
343.0,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/343.png
344.0,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/344.png
345.0,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/345.png
346.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/346.png
347.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/347.png
348.0,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/348.png
