idx,smiles,BBBP,group,img_path
195.0,COCCCC/C(=N\OCCN)c1ccc(Cl)cc1,1.0,train,../data/images/BBBP/195.png
196.0,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,1.0,train,../data/images/BBBP/196.png
197.0,COC1CCCC2C1=C(C(=O)[O-])N1C(=O)C(C(C)O)C21,0.0,train,../data/images/BBBP/197.png
198.0,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1.0,train,../data/images/BBBP/198.png
199.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,0.0,train,../data/images/BBBP/199.png
200.0,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,1.0,train,../data/images/BBBP/200.png
201.0,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0.0,train,../data/images/BBBP/201.png
202.0,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.0,train,../data/images/BBBP/202.png
203.0,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1.0,train,../data/images/BBBP/203.png
204.0,CCCCCCSc1nsnc1C1=CCCN(C)C1,1.0,train,../data/images/BBBP/204.png
205.0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.0,train,../data/images/BBBP/205.png
206.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1.0,train,../data/images/BBBP/206.png
207.0,C=CCC(CC)(CC)C(N)=O,1.0,train,../data/images/BBBP/207.png
208.0,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1.0,train,../data/images/BBBP/208.png
209.0,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,1.0,train,../data/images/BBBP/209.png
210.0,CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.0,train,../data/images/BBBP/210.png
211.0,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,1.0,train,../data/images/BBBP/211.png
212.0,NCCc1ccc(O)c(O)c1,0.0,train,../data/images/BBBP/212.png
213.0,CCN1C(=O)NC(c2ccccc2)C1=O,1.0,train,../data/images/BBBP/213.png
214.0,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1.0,train,../data/images/BBBP/214.png
215.0,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/BBBP/215.png
216.0,CC(NNC(=O)c1ccccc1)c1ccccc1,1.0,train,../data/images/BBBP/216.png
217.0,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,1.0,train,../data/images/BBBP/217.png
218.0,CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O,1.0,train,../data/images/BBBP/218.png
219.0,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,0.0,train,../data/images/BBBP/219.png
220.0,OCC(O)C(O)C(O)C(O)CO,0.0,train,../data/images/BBBP/220.png
221.0,CNC1Cc2ccccc2N(C)c2ccccc21,1.0,train,../data/images/BBBP/221.png
222.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,1.0,train,../data/images/BBBP/222.png
223.0,O=C(O)CCCCC1SCC2NC(=O)NC21,1.0,train,../data/images/BBBP/223.png
224.0,NS(=O)(=O)c1ccc(C(=O)O)cc1,1.0,train,../data/images/BBBP/224.png
225.0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0.0,train,../data/images/BBBP/225.png
226.0,CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,1.0,train,../data/images/BBBP/226.png
227.0,CNCCc1ccccn1,1.0,train,../data/images/BBBP/227.png
228.0,CC1OC(O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)C(O)C(O)C1O,0.0,train,../data/images/BBBP/228.png
229.0,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0.0,train,../data/images/BBBP/229.png
230.0,CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,1.0,train,../data/images/BBBP/230.png
231.0,COC(=O)c1ccc(C(=O)OC)cc1,1.0,train,../data/images/BBBP/231.png
232.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,1.0,train,../data/images/BBBP/232.png
233.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3OC1CC(N)CC(C)O1,0.0,train,../data/images/BBBP/233.png
234.0,CC(C)NNC(=O)c1ccncc1,1.0,train,../data/images/BBBP/234.png
235.0,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@H]4Cc5ccccc5C[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1.0,train,../data/images/BBBP/235.png
236.0,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,1.0,train,../data/images/BBBP/236.png
237.0,CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1.0,train,../data/images/BBBP/237.png
238.0,CCCN(c1ccncc1)n1ccc2ccccc21,1.0,train,../data/images/BBBP/238.png
239.0,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,0.0,train,../data/images/BBBP/239.png
240.0,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1.0,train,../data/images/BBBP/240.png
241.0,NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,1.0,train,../data/images/BBBP/241.png
242.0,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1.0,train,../data/images/BBBP/242.png
243.0,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.0,train,../data/images/BBBP/243.png
244.0,C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5,1.0,train,../data/images/BBBP/244.png
245.0,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,1.0,train,../data/images/BBBP/245.png
246.0,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,1.0,train,../data/images/BBBP/246.png
247.0,O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,1.0,train,../data/images/BBBP/247.png
248.0,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,1.0,train,../data/images/BBBP/248.png
249.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,0.0,train,../data/images/BBBP/249.png
250.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.0,train,../data/images/BBBP/250.png
251.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0.0,train,../data/images/BBBP/251.png
252.0,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.0,train,../data/images/BBBP/252.png
253.0,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0.0,train,../data/images/BBBP/253.png
254.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0.0,train,../data/images/BBBP/254.png
255.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1.0,train,../data/images/BBBP/255.png
256.0,CC(C)CO,1.0,train,../data/images/BBBP/256.png
257.0,CN(C)CCCN1c2ccccc2C=Cc2sccc21,1.0,train,../data/images/BBBP/257.png
258.0,c1ccc2cc(COC3CCNCC3)ccc2c1,1.0,train,../data/images/BBBP/258.png
259.0,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,1.0,train,../data/images/BBBP/259.png
260.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,0.0,train,../data/images/BBBP/260.png
261.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1.0,train,../data/images/BBBP/261.png
262.0,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,1.0,train,../data/images/BBBP/262.png
263.0,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1.0,train,../data/images/BBBP/263.png
264.0,O=C1OCCC1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/BBBP/264.png
265.0,CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/BBBP/265.png
266.0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,1.0,train,../data/images/BBBP/266.png
267.0,C[C@]12C=C(Br)C(=O)C=C1[C@H](F)C[C@H]1[C@@H]3CCC(O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,1.0,train,../data/images/BBBP/267.png
268.0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1.0,train,../data/images/BBBP/268.png
269.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,1.0,train,../data/images/BBBP/269.png
270.0,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.0,train,../data/images/BBBP/270.png
271.0,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.0,train,../data/images/BBBP/271.png
272.0,CC[C@H](NC(=O)c1c(OCCNC(=O)[C@@H]2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0.0,train,../data/images/BBBP/272.png
273.0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.0,train,../data/images/BBBP/273.png
274.0,O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1,1.0,train,../data/images/BBBP/274.png
275.0,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,1.0,train,../data/images/BBBP/275.png
276.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.0,train,../data/images/BBBP/276.png
277.0,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,1.0,train,../data/images/BBBP/277.png
278.0,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,1.0,train,../data/images/BBBP/278.png
279.0,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/BBBP/279.png
280.0,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,1.0,train,../data/images/BBBP/280.png
281.0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,0.0,train,../data/images/BBBP/281.png
282.0,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.0,train,../data/images/BBBP/282.png
283.0,C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1.0,train,../data/images/BBBP/283.png
284.0,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0.0,train,../data/images/BBBP/284.png
285.0,CN1Cc2c(-c3noc(C(C)(O)CO)n3)ncn2-c2cccc(Cl)c2C1=O,0.0,train,../data/images/BBBP/285.png
286.0,NC(N)=Nc1nc(-c2ccccc2)cs1,1.0,train,../data/images/BBBP/286.png
287.0,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,1.0,train,../data/images/BBBP/287.png
288.0,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1.0,train,../data/images/BBBP/288.png
289.0,CNC1CCc2ncsc2C1,1.0,train,../data/images/BBBP/289.png
290.0,O=C(CCCN1CC2CCC(CC2)C1)c1ccc(F)cc1,1.0,train,../data/images/BBBP/290.png
291.0,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,1.0,train,../data/images/BBBP/291.png
292.0,NCCc1nccs1,1.0,train,../data/images/BBBP/292.png
293.0,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,0.0,train,../data/images/BBBP/293.png
294.0,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,1.0,train,../data/images/BBBP/294.png
295.0,O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2,1.0,train,../data/images/BBBP/295.png
296.0,C[C@H]1[C@H](c2ccccc2)OCCN1C,1.0,train,../data/images/BBBP/296.png
297.0,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,1.0,train,../data/images/BBBP/297.png
298.0,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1.0,train,../data/images/BBBP/298.png
299.0,Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCOC3,1.0,train,../data/images/BBBP/299.png
300.0,CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1,1.0,train,../data/images/BBBP/300.png
301.0,C/C=C(\CC)C(=O)NC(N)=O,1.0,train,../data/images/BBBP/301.png
302.0,NC(=O)NO,1.0,train,../data/images/BBBP/302.png
303.0,CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,1.0,train,../data/images/BBBP/303.png
304.0,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,1.0,train,../data/images/BBBP/304.png
305.0,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,1.0,train,../data/images/BBBP/305.png
306.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1.0,train,../data/images/BBBP/306.png
307.0,CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1Cl,1.0,train,../data/images/BBBP/307.png
308.0,CNC1CCN2c3ccccc3CCc3cccc1c32,1.0,train,../data/images/BBBP/308.png
309.0,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,1.0,train,../data/images/BBBP/309.png
310.0,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1.0,train,../data/images/BBBP/310.png
311.0,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,1.0,train,../data/images/BBBP/311.png
312.0,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,1.0,train,../data/images/BBBP/312.png
313.0,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,1.0,train,../data/images/BBBP/313.png
314.0,CCCC1(C)COB(c2ccc(C)cc2)OC1,1.0,train,../data/images/BBBP/314.png
315.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/BBBP/315.png
316.0,COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,1.0,train,../data/images/BBBP/316.png
317.0,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1.0,train,../data/images/BBBP/317.png
318.0,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,1.0,train,../data/images/BBBP/318.png
319.0,Cc1cccc2c1Oc1ccccc1C1(O)CCNCC21,1.0,train,../data/images/BBBP/319.png
320.0,CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3C)[C@H]1O5,1.0,train,../data/images/BBBP/320.png
321.0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0.0,train,../data/images/BBBP/321.png
322.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,0.0,train,../data/images/BBBP/322.png
323.0,NC(N)=NCCN1CCCCCCC1,0.0,train,../data/images/BBBP/323.png
324.0,CC1NCCOC1c1ccccc1,1.0,train,../data/images/BBBP/324.png
325.0,CC(C)C[C@H](CN)CC(=O)O,1.0,train,../data/images/BBBP/325.png
326.0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/BBBP/326.png
327.0,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,1.0,train,../data/images/BBBP/327.png
328.0,CN(C)[C@@H]1C(=O)/C(=C(/O)NCO)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0.0,train,../data/images/BBBP/328.png
329.0,O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2C[C@H](c3ccc(F)cc3)[C@H]2C1,1.0,train,../data/images/BBBP/329.png
330.0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.0,train,../data/images/BBBP/330.png
331.0,FC(F)OC(Cl)C(F)(F)F,1.0,train,../data/images/BBBP/331.png
332.0,CNC(=O)O[C@H]1OC(=O)[C@@]2(C)[C@@H]1[C@H]1C=C[C@@H]2C1,1.0,train,../data/images/BBBP/332.png
333.0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,0.0,train,../data/images/BBBP/333.png
334.0,CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,1.0,train,../data/images/BBBP/334.png
335.0,NCC(O)c1ccc(O)c(O)c1,0.0,train,../data/images/BBBP/335.png
336.0,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,0.0,train,../data/images/BBBP/336.png
337.0,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,1.0,train,../data/images/BBBP/337.png
338.0,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,1.0,train,../data/images/BBBP/338.png
339.0,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0.0,train,../data/images/BBBP/339.png
340.0,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1.0,train,../data/images/BBBP/340.png
341.0,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1.0,train,../data/images/BBBP/341.png
342.0,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.0,train,../data/images/BBBP/342.png
343.0,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1.0,train,../data/images/BBBP/343.png
344.0,CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,0.0,train,../data/images/BBBP/344.png
345.0,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,1.0,train,../data/images/BBBP/345.png
346.0,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.0,train,../data/images/BBBP/346.png
347.0,N[C@@H]1C[C@H]1c1ccccc1,1.0,train,../data/images/BBBP/347.png
348.0,CN(C)Cc1ccnc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)c1,1.0,train,../data/images/BBBP/348.png
349.0,Cn1c(=O)[nH]c2ncn(C)c2c1=O,1.0,train,../data/images/BBBP/349.png
350.0,CN1C(=O)CCC1c1cccnc1,1.0,train,../data/images/BBBP/350.png
351.0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1.0,train,../data/images/BBBP/351.png
352.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,0.0,train,../data/images/BBBP/352.png
353.0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,1.0,train,../data/images/BBBP/353.png
354.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.0,train,../data/images/BBBP/354.png
355.0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(O)C=C[C@H]3[C@H]1C5,1.0,train,../data/images/BBBP/355.png
356.0,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,1.0,train,../data/images/BBBP/356.png
357.0,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1,1.0,train,../data/images/BBBP/357.png
358.0,CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,1.0,train,../data/images/BBBP/358.png
359.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,train,../data/images/BBBP/359.png
360.0,CCCC(C)CC,1.0,train,../data/images/BBBP/360.png
361.0,COc1ccc(C(=O)N2CCCC2=O)cc1,1.0,train,../data/images/BBBP/361.png
362.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0.0,train,../data/images/BBBP/362.png
363.0,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1.0,train,../data/images/BBBP/363.png
364.0,C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.0,train,../data/images/BBBP/364.png
365.0,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,0.0,train,../data/images/BBBP/365.png
366.0,CN(C)CCCN1c2ccccc2Sc2ccccc21,1.0,train,../data/images/BBBP/366.png
367.0,CC(=O)NCCn1c(C)cc(C=O)c1C,1.0,train,../data/images/BBBP/367.png
368.0,CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,1.0,train,../data/images/BBBP/368.png
369.0,Nc1c2c(nc3ccccc13)CCCC2O,1.0,train,../data/images/BBBP/369.png
370.0,OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1,1.0,train,../data/images/BBBP/370.png
371.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,0.0,train,../data/images/BBBP/371.png
372.0,O=C(CCCl)NCCc1ccccc1,1.0,train,../data/images/BBBP/372.png
373.0,CC1=CC(=C2C=CC(=O)C=C2)NN=C1NCCN1CCOCC1,1.0,train,../data/images/BBBP/373.png
374.0,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,1.0,train,../data/images/BBBP/374.png
375.0,CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,1.0,train,../data/images/BBBP/375.png
376.0,O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,1.0,train,../data/images/BBBP/376.png
377.0,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,1.0,train,../data/images/BBBP/377.png
378.0,S=C1NCCC(COc2ccccc2)O1,1.0,train,../data/images/BBBP/378.png
379.0,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,1.0,train,../data/images/BBBP/379.png
380.0,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1.0,train,../data/images/BBBP/380.png
381.0,O=C1N=C(NC2CC2)OC1c1ccccc1,1.0,train,../data/images/BBBP/381.png
382.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.0,train,../data/images/BBBP/382.png
383.0,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.0,train,../data/images/BBBP/383.png
384.0,NS(=O)(=O)Cc1noc2ccccc12,1.0,train,../data/images/BBBP/384.png
385.0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0.0,train,../data/images/BBBP/385.png
386.0,Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21,1.0,train,../data/images/BBBP/386.png
387.0,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,1.0,train,../data/images/BBBP/387.png
388.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NS(=O)(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0,train,../data/images/BBBP/388.png
389.0,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,1.0,train,../data/images/BBBP/389.png
390.0,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1,1.0,train,../data/images/BBBP/390.png
