idx,smiles,CYP3A4,group,img_path
1978.0,CCC(=O)Nc1cccc(-c2nnc(-c3cccc(NC(=O)CC)c3)o2)c1,1.0,train,../data/images/CYP3A4/1978.png
1979.0,CCCCNc1cc(=O)n(C)c(=O)n1C,0.0,train,../data/images/CYP3A4/1979.png
1980.0,COc1cc(=O)n(C)c2c(OC[C@@H](O)C(C)(C)O)cccc12,0.0,train,../data/images/CYP3A4/1980.png
1981.0,Cc1cc2c(nc1C)CCCCN2C[C@H](C)O/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12,1.0,train,../data/images/CYP3A4/1981.png
1982.0,O=C1/C(=C\c2ccccn2)SC(=S)N1Nc1ncc(C(F)(F)F)cc1Cl,1.0,train,../data/images/CYP3A4/1982.png
1983.0,Cc1nnc(-c2cn3ncnc(Nc4cnc5[nH]ccc5c4)c3c2C(C)C)o1,0.0,train,../data/images/CYP3A4/1983.png
1984.0,O=C(CSc1nnc2c3ccccc3c3ccccc3c2n1)Nc1ccccc1,0.0,train,../data/images/CYP3A4/1984.png
1985.0,CO[C@@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)/C(=N/[C@H]2CC[C@H](O)O[C@@H]2C)C=C(NC(=O)/C(C)=C\C(=O)[C@@H]2C[C@@H]2[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,1.0,train,../data/images/CYP3A4/1985.png
1986.0,N=C(N)/N=C(\N)N1CCOCC1,0.0,train,../data/images/CYP3A4/1986.png
1987.0,c1ccc(CNc2ncncc2-c2cccnc2)cc1,1.0,train,../data/images/CYP3A4/1987.png
1988.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,0.0,train,../data/images/CYP3A4/1988.png
1989.0,O=c1c(-c2ccccc2)nc2cncnc2n1Cc1ccccc1,1.0,train,../data/images/CYP3A4/1989.png
1990.0,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3)C2C(C)C)cc1,1.0,train,../data/images/CYP3A4/1990.png
1991.0,NC(=O)C1CCN(C(=O)CCc2nc(O)c3ccccc3n2)CC1,0.0,train,../data/images/CYP3A4/1991.png
1992.0,C/C=C\C1=C(CO)C(=O)[C@H]2O[C@]2(CC=C(C)C)C1=O,0.0,train,../data/images/CYP3A4/1992.png
1993.0,Cc1cc(NC(=O)c2cccc(F)c2)no1,0.0,train,../data/images/CYP3A4/1993.png
1994.0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0,train,../data/images/CYP3A4/1994.png
1995.0,N#Cc1ccc(CN2CC3(CCN(C(=O)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)C2)cc1,0.0,train,../data/images/CYP3A4/1995.png
1996.0,C[C@H](C1=C(CCN(C)CC2CCOCC2)Cc2ccccc21)c1cnccn1,0.0,train,../data/images/CYP3A4/1996.png
1997.0,O=C(O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,0.0,train,../data/images/CYP3A4/1997.png
1998.0,c1c[nH]c(CN2CCOCC2)n1,0.0,train,../data/images/CYP3A4/1998.png
1999.0,NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](CC1CCCC1)NS2(=O)=O,0.0,train,../data/images/CYP3A4/1999.png
2000.0,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,0.0,train,../data/images/CYP3A4/2000.png
2001.0,C=C(C)[C@@H]1CC=C(C(=O)O)CC1,0.0,train,../data/images/CYP3A4/2001.png
2002.0,O=C1CSC(c2ccccn2)N1c1ccc2ccccc2c1,0.0,train,../data/images/CYP3A4/2002.png
2003.0,Cc1cnc(CNc2cc(-c3ccccc3)nc(-c3ccccn3)n2)nc1,0.0,train,../data/images/CYP3A4/2003.png
2004.0,Cn1c(CN2CCCC2)nc2cc(NC(=O)C3CCCCC3)ccc21,0.0,train,../data/images/CYP3A4/2004.png
2005.0,Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21,0.0,train,../data/images/CYP3A4/2005.png
2006.0,N=C(N)/N=C(\N)Nc1ccc(C(=O)O)cc1,0.0,train,../data/images/CYP3A4/2006.png
2007.0,O=C(C1CCOC1)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1,0.0,train,../data/images/CYP3A4/2007.png
2008.0,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)c1ccccc1)c1ccccc1,0.0,train,../data/images/CYP3A4/2008.png
2009.0,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2cccnc2)c2ccccc2N(Cc2c(OC)ccc3cc(Br)ccc23)C1=O,1.0,train,../data/images/CYP3A4/2009.png
2010.0,FC(F)(F)c1cc(-c2ccco2)nc(NCCc2ccccc2)n1,0.0,train,../data/images/CYP3A4/2010.png
2011.0,C/C(CC(=O)Nc1cc(Cl)ccc1Cl)=N\NC(N)=S,1.0,train,../data/images/CYP3A4/2011.png
2012.0,CCOc1ccc(N2CC(C(=O)NCc3cccc(C)c3)CC2=O)cc1,1.0,train,../data/images/CYP3A4/2012.png
2013.0,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)Cc1ccccc1-2,0.0,train,../data/images/CYP3A4/2013.png
2014.0,O=C(N/N=C/c1c(Cl)cccc1Cl)c1cccc(F)c1,1.0,train,../data/images/CYP3A4/2014.png
2015.0,C[C@@H]1CN(CC2(C(N)=O)CCC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,0.0,train,../data/images/CYP3A4/2015.png
2016.0,COc1ccc(NC(=O)C2c3cc(OC)c(OC)cc3C(=O)N(C)C2c2cccnc2)cc1OC,1.0,train,../data/images/CYP3A4/2016.png
2017.0,COc1ccc2c(c1)OC1=C(C(=O)CCC1)C2C1=C(O)CCCC1=O,0.0,train,../data/images/CYP3A4/2017.png
2018.0,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)c(F)cc3F)C2)nc(C)c1F,0.0,train,../data/images/CYP3A4/2018.png
2019.0,Cc1cnc(CNc2cc(-c3ccccc3CN(C)C)ncn2)cn1,0.0,train,../data/images/CYP3A4/2019.png
2020.0,Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@@H]5O4,0.0,train,../data/images/CYP3A4/2020.png
2021.0,COc1ccc(N(C(=O)COc2ccccc2OC)S(=O)(=O)c2ccc(C)cc2)cc1,1.0,train,../data/images/CYP3A4/2021.png
2022.0,COC(=O)c1ccc(Oc2ccc(/C=C3\SC(=O)NC3=O)cc2OC)c2ccccc12,1.0,train,../data/images/CYP3A4/2022.png
2023.0,CCn1c(SCc2cccc(C)c2)nnc1-c1ccc(C)cc1,1.0,train,../data/images/CYP3A4/2023.png
2024.0,COC(=O)c1ccc(NC(=S)N2CCN(Cc3cccc(C)c3)CC2)cc1,1.0,train,../data/images/CYP3A4/2024.png
2025.0,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CCN(Cc2ccc(Cl)cc2)C(=O)OCc2cncs2)Cc2ccccc2)cs1,1.0,train,../data/images/CYP3A4/2025.png
2026.0,O[C@@H](c1cc(C(F)(F)F)nc2c(Cl)cc(Cl)cc12)[C@@H]1CCCCN1,0.0,train,../data/images/CYP3A4/2026.png
2027.0,CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,0.0,train,../data/images/CYP3A4/2027.png
2028.0,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,1.0,train,../data/images/CYP3A4/2028.png
2029.0,Cn1ncc(Cl)c1C(=O)Nc1cccnc1,0.0,train,../data/images/CYP3A4/2029.png
2030.0,CCC(=O)Nc1ccccc1C(=O)OCC(=O)c1ccccc1,0.0,train,../data/images/CYP3A4/2030.png
2031.0,CC(=O)N1CCC2(CCCN(Cc3ccc(C#N)cc3)C2)CC1,0.0,train,../data/images/CYP3A4/2031.png
2032.0,CCN(CC(CC1CCCCC1)NC(=O)OCc1cncs1)CC(CC1CCCCC1)NC(=O)OCc1nccs1,1.0,train,../data/images/CYP3A4/2032.png
2033.0,COc1ccc(C2CC(=O)CC(=O)C2n2cncn2)cc1,1.0,train,../data/images/CYP3A4/2033.png
2034.0,Cc1ccc(S(=O)(=O)Oc2ccc(C3C4=C(CCCC4=O)OC4=C3C(=O)CCC4)cc2)cc1,1.0,train,../data/images/CYP3A4/2034.png
2035.0,N[C@H](Cc1onc(O)c1Cl)C(=O)O,0.0,train,../data/images/CYP3A4/2035.png
2036.0,CSc1ccc(CNc2ccc(C)c(C)c2)cc1,1.0,train,../data/images/CYP3A4/2036.png
2037.0,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccc(F)cc3)cc21,1.0,train,../data/images/CYP3A4/2037.png
2038.0,C(/C=C/c1ccco1)=N/N1CCN(c2ccccc2)CC1,0.0,train,../data/images/CYP3A4/2038.png
2039.0,COc1ccc(S(=O)(=O)N/N=C(/C)c2cccc(NC(=O)c3ccccc3Cl)c2)cc1,1.0,train,../data/images/CYP3A4/2039.png
2040.0,O=C(Cn1c(=O)oc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCCC1,1.0,train,../data/images/CYP3A4/2040.png
2041.0,c1ccc(-c2nc(NCc3ccco3)c3oc4ccccc4c3n2)cc1,1.0,train,../data/images/CYP3A4/2041.png
2042.0,N#Cc1ccccc1NC(=O)Nc1cccs1,0.0,train,../data/images/CYP3A4/2042.png
2043.0,Cc1ccc(N(CC(N)=O)C2SC(=O)N(Cc3cccc(C(=O)O)c3)C2=O)cc1,0.0,train,../data/images/CYP3A4/2043.png
2044.0,N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(Cc3cccc(Cl)c3)C2=O)cc1,1.0,train,../data/images/CYP3A4/2044.png
2045.0,Cn1c2cccc([N+](=O)[O-])c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,0.0,train,../data/images/CYP3A4/2045.png
2046.0,Cc1cn(CC[C@H](N)C(=O)O)c(=O)[nH]c1=O,0.0,train,../data/images/CYP3A4/2046.png
2047.0,CCCC1CCC(c2ccc(C(N)=O)cc2)CC1,0.0,train,../data/images/CYP3A4/2047.png
2048.0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CN(c1ccccn1)C2,0.0,train,../data/images/CYP3A4/2048.png
2049.0,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4cccc5ccccc45)c3C[C@H]2CN1C(=O)c1ccccc1,1.0,train,../data/images/CYP3A4/2049.png
2050.0,Oc1nc2cc(Cl)c(Cl)cc2nc1O,0.0,train,../data/images/CYP3A4/2050.png
2051.0,CCNc1ncc2ncc(=O)n(C3CC3)c2n1,0.0,train,../data/images/CYP3A4/2051.png
2052.0,CN(C)C1CCN(Cc2cc3nc(-c4c(F)ccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,1.0,train,../data/images/CYP3A4/2052.png
2053.0,COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@H]5F)c4n3)cnc2c1,0.0,train,../data/images/CYP3A4/2053.png
2054.0,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.0,train,../data/images/CYP3A4/2054.png
2055.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.0,train,../data/images/CYP3A4/2055.png
2056.0,COc1ccc2[nH]cc(CCN(C)C)c2c1,0.0,train,../data/images/CYP3A4/2056.png
2057.0,O=C1Nc2ccccc2C1=Nc1sc2c(c1C(=O)NCCc1ccccc1)CCCC2,1.0,train,../data/images/CYP3A4/2057.png
2058.0,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,0.0,train,../data/images/CYP3A4/2058.png
2059.0,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(OC)c(OC)c4)c3C[C@H]2CN1C(=O)c1ccccc1,1.0,train,../data/images/CYP3A4/2059.png
2060.0,CCOc1cc(NC(=O)c2ccc(C)cc2)c(OCC)cc1N=C(S)Nc1cccc(OC)c1,1.0,train,../data/images/CYP3A4/2060.png
2061.0,COc1cccc(Cn2c(=O)c(-c3ccc(F)cc3)nc3cnc(N4CCNCC4)nc32)c1,1.0,train,../data/images/CYP3A4/2061.png
2062.0,COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4csnn4)CC3)C2)cc1,0.0,train,../data/images/CYP3A4/2062.png
2063.0,Cc1ccc(C)c(-c2cc(C(=O)Nc3sc(C)c(C)c3C(N)=O)c3ccccc3n2)c1,1.0,train,../data/images/CYP3A4/2063.png
2064.0,Cc1ccccc1NC(=O)NC(=O)CSc1nc2ccccc2nc1C,0.0,train,../data/images/CYP3A4/2064.png
2065.0,Clc1cccc(Nc2ncnc3ccc(Br)cc23)c1,1.0,train,../data/images/CYP3A4/2065.png
2066.0,O=C(O)C[C@@H](C(=O)O)C1c2ccccc2-c2ccccc21,0.0,train,../data/images/CYP3A4/2066.png
2067.0,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,0.0,train,../data/images/CYP3A4/2067.png
2068.0,O=C(O)C/C=C\CC(=O)O,0.0,train,../data/images/CYP3A4/2068.png
2069.0,CC(=O)NCCn1c(SCc2ccc(C)cc2)nc2ccccc2c1=O,1.0,train,../data/images/CYP3A4/2069.png
2070.0,N[C@@H](CCCP(=O)(O)O)C(=O)O,0.0,train,../data/images/CYP3A4/2070.png
2071.0,Cc1csc(N(C(=O)CSc2ccc(-c3ccccc3)nn2)C2CC2)n1,0.0,train,../data/images/CYP3A4/2071.png
2072.0,CC(=O)c1c(C)[nH]c(C(=O)N2CCc3ccccc3C2)c1C,1.0,train,../data/images/CYP3A4/2072.png
2073.0,Cc1c(NC(=O)CN2CCN(c3ccccc3)CC2)c(=O)n(-c2ccccc2)n1C,0.0,train,../data/images/CYP3A4/2073.png
2074.0,NC[C@@H](CC(=O)O)c1ccc(Cl)cc1,0.0,train,../data/images/CYP3A4/2074.png
2075.0,CN(C)CCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]21C,0.0,train,../data/images/CYP3A4/2075.png
2076.0,CNc1nc(-c2cccc(C#N)c2)nc2ccccc12,1.0,train,../data/images/CYP3A4/2076.png
2077.0,Cc1ccccc1-n1nc(-c2c(-c3ccc(F)cc3)nn3c2NC[C@@H](CO)C3)ccc1=O,0.0,train,../data/images/CYP3A4/2077.png
2078.0,Cc1nc(NC(=O)C(C)(C)CC(F)(F)F)sc1-c1ccc(N)nc1,0.0,train,../data/images/CYP3A4/2078.png
2079.0,ClCC[N@+]12CC[N@@+](CCCl)(CC1)C2,0.0,train,../data/images/CYP3A4/2079.png
2080.0,CCCN(C(S)=Nc1ccccc1)C1CCS(=O)(=O)C1,0.0,train,../data/images/CYP3A4/2080.png
2081.0,CC(C)CC(C(=O)NCC1CCCO1)N(C(=O)Cn1nnc(-c2ccc(F)cc2)n1)c1ccccc1F,1.0,train,../data/images/CYP3A4/2081.png
2082.0,CC(C(c1ccc2cc(OCc3ccc([N+](=O)[O-])cc3)ccc2c1)n1ccnc1)N(C)C,1.0,train,../data/images/CYP3A4/2082.png
2083.0,CCN(CC)[C@@H](CC(C)C)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,1.0,train,../data/images/CYP3A4/2083.png
2084.0,Nc1nc(S)nc2c1C1(CCCC1)Cc1ccccc1-2,1.0,train,../data/images/CYP3A4/2084.png
2085.0,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1,0.0,train,../data/images/CYP3A4/2085.png
2086.0,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CS(N)(=O)=O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,1.0,train,../data/images/CYP3A4/2086.png
2087.0,CC(=O)NCCNc1ncnc2ccc(-c3ccc(C(=O)N(C)C)cc3)cc12,0.0,train,../data/images/CYP3A4/2087.png
2088.0,c1c[nH]c(CN2CCN(Cc3ncc[nH]3)CC2)n1,0.0,train,../data/images/CYP3A4/2088.png
2089.0,c1ccc(-c2ccc(N3CC[C@@]4(CCCNC4)C3)cc2)cc1,0.0,train,../data/images/CYP3A4/2089.png
2090.0,CC(=O)Nc1ccc(NC(=O)C/C(C)=N/NC(=O)C(=O)N2CCCC2)cc1,0.0,train,../data/images/CYP3A4/2090.png
2091.0,COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)Nc4ccccc4)C3)C2)cc1,1.0,train,../data/images/CYP3A4/2091.png
2092.0,CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1,0.0,train,../data/images/CYP3A4/2092.png
2093.0,CC(C)NC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,0.0,train,../data/images/CYP3A4/2093.png
2094.0,COC1CCc2cc(-c3cccnc3)ccc2C1,0.0,train,../data/images/CYP3A4/2094.png
2095.0,COCCCNCC(=O)c1c(N)n(Cc2ccccc2)c(=O)n(C)c1=O,0.0,train,../data/images/CYP3A4/2095.png
2096.0,Cc1ccc(S(=O)(=O)NC(=O)OC23COCN2COC3)cc1,0.0,train,../data/images/CYP3A4/2096.png
2097.0,Cc1noc(C)c1-c1cc(N2CCNCC2)ncn1,0.0,train,../data/images/CYP3A4/2097.png
2098.0,CC(O)(CS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)Nc1cccc(C(F)(F)F)c1,1.0,train,../data/images/CYP3A4/2098.png
2099.0,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N[C@H](CO)c1ccccc1,0.0,train,../data/images/CYP3A4/2099.png
2100.0,COc1ccc2ccc(-c3cccnc3)c(Cl)c2c1,1.0,train,../data/images/CYP3A4/2100.png
2101.0,CCOC(=O)Nc1ccc(C(=O)NCC2CCCO2)cc1,0.0,train,../data/images/CYP3A4/2101.png
2102.0,C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)NC5CCN(CCCO)CC5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,1.0,train,../data/images/CYP3A4/2102.png
2103.0,CS(=O)(=O)N(Cc1cc2ccccc2nc1O)C1CCCCC1,1.0,train,../data/images/CYP3A4/2103.png
2104.0,CC(C)NC(=O)CC(=O)N/N=C/c1ccc(F)cc1,0.0,train,../data/images/CYP3A4/2104.png
2105.0,COCC(=O)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,1.0,train,../data/images/CYP3A4/2105.png
2106.0,O=C(CSc1nnnn1C1CCCC1)Nc1ccc(F)cc1,1.0,train,../data/images/CYP3A4/2106.png
2107.0,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,train,../data/images/CYP3A4/2107.png
2108.0,C=C/C(C)=C/[C@]1(C)SC(=O)C(C)=C1O,0.0,train,../data/images/CYP3A4/2108.png
2109.0,Cc1noc(C)c1C(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(F)c1)C2,0.0,train,../data/images/CYP3A4/2109.png
2110.0,C[C@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC1=O,0.0,train,../data/images/CYP3A4/2110.png
2111.0,CCn1nc(C)c(NC(=O)CCSc2nc(-c3ccco3)cc(C(F)(F)F)n2)c1C,0.0,train,../data/images/CYP3A4/2111.png
2112.0,CC(C)C[C@H](NCCCC(=O)O)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,0.0,train,../data/images/CYP3A4/2112.png
2113.0,Cc1nc2cnc(Nc3ccccc3)nc2n(C2CC2)c1=O,1.0,train,../data/images/CYP3A4/2113.png
2114.0,O=C(Nc1ccccc1)c1cc(-c2ccccc2Cl)no1,0.0,train,../data/images/CYP3A4/2114.png
2115.0,CC(C)(CS)C(=O)N1CCC[C@H]1C(=O)O,0.0,train,../data/images/CYP3A4/2115.png
2116.0,COc1ccc(OC)c(NC(=O)C(CC(=O)O)NCc2ccco2)c1,0.0,train,../data/images/CYP3A4/2116.png
2117.0,CCOc1ccc(N2C(=O)c3cccnc3C2=O)cc1,0.0,train,../data/images/CYP3A4/2117.png
2118.0,Cc1cnc(CNc2ccnc(-c3cccc(C#N)c3)n2)cn1,1.0,train,../data/images/CYP3A4/2118.png
2119.0,O=C(NNc1cccc(Cl)n1)Nc1ccccc1Cl,1.0,train,../data/images/CYP3A4/2119.png
2120.0,COc1ccc(Cc2nnc(NC(=O)c3ccco3)s2)cc1,0.0,train,../data/images/CYP3A4/2120.png
2121.0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,0.0,train,../data/images/CYP3A4/2121.png
2122.0,O=C1Nc2ccccc2C2=NC(CN3CCN(c4cccc(Cl)c4)CC3)CN12,0.0,train,../data/images/CYP3A4/2122.png
2123.0,C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)N5CCOCC5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,1.0,train,../data/images/CYP3A4/2123.png
2124.0,CCOc1cc(/C=C2\N=C(C)OC2=O)cc(Br)c1OCC(=O)OC,1.0,train,../data/images/CYP3A4/2124.png
2125.0,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)[C@H]2CC[C@@H](C3)N2C(C)=O)cc1,1.0,train,../data/images/CYP3A4/2125.png
2126.0,CCCCC/C(=N\O)c1c[nH]c2ccccc12,0.0,train,../data/images/CYP3A4/2126.png
2127.0,CCCCSc1nnc(-c2ccc(C)cc2)n1C,0.0,train,../data/images/CYP3A4/2127.png
2128.0,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCN4CCOCC4)c3C[C@H]2CN1C(=O)c1ccccc1,1.0,train,../data/images/CYP3A4/2128.png
2129.0,CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(CCC#N)c2n1,0.0,train,../data/images/CYP3A4/2129.png
2130.0,Oc1ccc(C2Nc3cccc4cccc(c34)N2)c(O)c1,1.0,train,../data/images/CYP3A4/2130.png
2131.0,C=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,0.0,train,../data/images/CYP3A4/2131.png
2132.0,Cc1cc(C=O)c(C)n1-c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,0.0,train,../data/images/CYP3A4/2132.png
2133.0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(N3CCNCC3)nc2n1C1CC1,1.0,train,../data/images/CYP3A4/2133.png
2134.0,O=C(CCC(=O)c1cccs1)OCC(=O)N1CCN(C(=O)c2ccco2)CC1,0.0,train,../data/images/CYP3A4/2134.png
2135.0,Cc1ccc2c(c1)N(CCC(=O)NCc1ccc3c(c1)OCO3)C(=O)CO2,1.0,train,../data/images/CYP3A4/2135.png
2136.0,CCOc1ccccc1/C=C(\C#N)C(N)=O,0.0,train,../data/images/CYP3A4/2136.png
2137.0,Cn1c2cccc(C(N)=O)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,1.0,train,../data/images/CYP3A4/2137.png
2138.0,CCc1cccc(C)c1NC(=O)CSc1nc2ccc(N3C(=O)c4ccccc4C3=O)cc2s1,1.0,train,../data/images/CYP3A4/2138.png
2139.0,O=C(O)c1ccccc1N/N=C\c1ccnc2ccccc12,0.0,train,../data/images/CYP3A4/2139.png
2140.0,CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(C3CC3)c2n1,0.0,train,../data/images/CYP3A4/2140.png
2141.0,OC(c1ccccc1)(c1ccc(F)cc1)C(c1ccccc1)N1CCOCC1,1.0,train,../data/images/CYP3A4/2141.png
2142.0,CCOC(=O)c1sc(NC(C)=O)nc1-c1ccccc1,0.0,train,../data/images/CYP3A4/2142.png
2143.0,COc1cccc(N(CC(=O)Nc2cccc(C(C)=O)c2)S(C)(=O)=O)c1,1.0,train,../data/images/CYP3A4/2143.png
2144.0,NS(=O)(=O)c1ccc(N=Nc2cccnc2O)cc1,0.0,train,../data/images/CYP3A4/2144.png
2145.0,COc1cccc(Nc2nc(-c3ccc(O)cc3)cs2)c1,1.0,train,../data/images/CYP3A4/2145.png
2146.0,O=C1Nc2ccccc2C(O)(C(=O)NCc2ccc3c(c2)OCO3)N1c1ccc(Cl)c(Cl)c1,1.0,train,../data/images/CYP3A4/2146.png
2147.0,Cc1ccc(N(Cc2ccccc2)Cc2ccccc2)cc1,0.0,train,../data/images/CYP3A4/2147.png
2148.0,COC(=O)[C@@H]1[C@@H](O)[C@@H](C(=O)OC)[C@H](C)N(C)[C@@H]1C,0.0,train,../data/images/CYP3A4/2148.png
2149.0,CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(=O)c1ccc2nc(N(C)CC)oc2c1,1.0,train,../data/images/CYP3A4/2149.png
2150.0,O=C(O)/C(=C\c1ccccc1)c1ccccc1,0.0,train,../data/images/CYP3A4/2150.png
2151.0,CCOc1nnc(C)c2c(C)n(-c3ccc(Cl)cc3)nc12,0.0,train,../data/images/CYP3A4/2151.png
2152.0,CCOC(=O)NC1(C(F)(F)F)C(=O)N(Cc2ccccc2)C2=C1C(=O)CC(C)(C)C2,0.0,train,../data/images/CYP3A4/2152.png
2153.0,CCC(C)(C)C(=O)O[C@@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1.0,train,../data/images/CYP3A4/2153.png
2154.0,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0.0,train,../data/images/CYP3A4/2154.png
2155.0,CC(C)NC[C@H](O)c1ccc(N)c(C#N)c1,1.0,train,../data/images/CYP3A4/2155.png
2156.0,Cc1ccccc1-c1nc(C[S+]([O-])CC(=O)NCCN2CCN(Cc3ccccc3)CC2)c(C)o1,1.0,train,../data/images/CYP3A4/2156.png
2157.0,CCN(CC)S(=O)(=O)N1CCC(C(=O)NCc2ccc(C)cc2)CC1,1.0,train,../data/images/CYP3A4/2157.png
2158.0,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,1.0,train,../data/images/CYP3A4/2158.png
