idx,smiles,Caco2,group,img_path
462.0,O=[N+]([O-])c1cnc(NCc2ccccc2Cl)nc1NCC1CCNCC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/462.png
463.0,Cc1c(C(=O)O)sc2ccc(NC(=O)C3(NC(=O)c4ccc5c(C6CCCCC6)c(-c6ccccn6)n(C)c5c4)CCN(C)CC3)cc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/463.png
464.0,COc1cc(Nc2nc(N[C@H]3CCCC[C@H]3N)n3cc(-c4ccccc4)nc3c2C(N)=O)cc(OC)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/464.png
465.0,CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/465.png
466.0,CN[C@@H](Cc1ccccc1)C(=O)N(C)CC(=O)NCC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/466.png
467.0,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NCCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(CCN)[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/467.png
468.0,COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/468.png
469.0,CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/469.png
470.0,CN[C@@H](Cc1ccccc1)C(=O)N(C)CC(=O)N(C)CC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/470.png
471.0,CN[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/471.png
472.0,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Oc5ccccc5)cc4)ncc3c2)ccn1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/472.png
473.0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/473.png
474.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/474.png
475.0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/475.png
476.0,Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/476.png
477.0,CO[C@H]1CC[C@H](CN2C[C@@H](c3ccccc3)N(C3CCN(C4(C)CCN(C(=O)c5c(C)ncnc5C)CC4)CC3)C2=O)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/477.png
478.0,CCO[C@H]1CC[C@H](CN2C[C@@H](c3ccccc3)N(C3CCN(C4(C)CCN(C(=O)c5c(C)ncnc5C)CC4)CC3)C2=O)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/478.png
479.0,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C[C@H]4CC[C@H](O)CC4)C[C@H]3c3ccccc3)CC2)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/479.png
480.0,COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/480.png
481.0,Nc1ncc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)nc1C(=O)Nc1cccnc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/481.png
482.0,CNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(C#Cc2cccnc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/482.png
483.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/483.png
484.0,COc1ccccc1-n1c(-c2ccccc2)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/484.png
485.0,COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/485.png
486.0,NC(C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@@H]12)c1ccc(O)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/486.png
487.0,CC(C)n1nc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CC(O)CN2CCN(S(C)(=O)=O)CC2)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/487.png
488.0,CC(C)n1nc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@H](O)CN2CCN(S(C)(=O)=O)CC2)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/488.png
489.0,CC(C)n1nc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@@H](O)CN2CCN(S(C)(=O)=O)CC2)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/489.png
490.0,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/490.png
491.0,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/491.png
492.0,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/492.png
493.0,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/493.png
494.0,NC(=O)[C@@H]1[C@H](c2ccccc2)CCN1C(=O)[C@@H](N)Cc1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/494.png
495.0,NC(=O)[C@H]1[C@@H](c2ccccc2)CCN1C(=O)[C@@H](N)Cc1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/495.png
496.0,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(C(N)=O)c4ccc(C(F)(F)F)cc34)C2)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/496.png
497.0,CCCNC[C@@H]1C[C@@]1(C(=O)N(C)Cc1ccc(F)cc1)c1ccc(Cl)c(Cl)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/497.png
498.0,CC(C)NC[C@@H]1C[C@@]1(C(=O)N(C)Cc1ccc(F)cc1)c1ccc(Cl)c(Cl)c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/498.png
499.0,Cc1ccnc2[nH]c(Cc3nc4ccc(/C(N)=N\O)cc4[nH]3)nc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/499.png
500.0,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)NO)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/500.png
501.0,CC(C)C(NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCN1C(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](CCC(=O)O)C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/501.png
502.0,CN1C(=O)NC(=O)[C@]12Cc1ccc(NC(=O)Cn3c(=O)n(C4CCS(=O)(=O)C4)c4ccccc43)cc1C2,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/502.png
503.0,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/503.png
504.0,COc1cc2c(cc1OC)[C@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/504.png
505.0,O=C1C[C@H]2OCC=C3CN4C[C@H](O)C56c7ccccc7N1[C@@H]5[C@H]2[C@H]3CC46,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/505.png
506.0,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/506.png
507.0,COc1ccc2c(c1)[C@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/507.png
508.0,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/508.png
509.0,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/509.png
510.0,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nccs3)nc2c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/510.png
511.0,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/511.png
512.0,O=C(O)c1ccc(Oc2cc(NC(=O)N3CCC(O)(c4ccc(F)cc4)CC3)cc(Oc3ccc(F)cc3)c2)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/512.png
513.0,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/513.png
514.0,CC(C)NCC(COc1ccc(CCOCC2CC2)cc1)OC(=O)C1CC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/514.png
515.0,O=C1N(Cc2ccc3c(c2)OCO3)c2ccccc2C1(O)c1ccc2c(c1)OCO2,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/515.png
516.0,CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/516.png
517.0,CC(C)CCn1nc(N2CCOCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/517.png
518.0,O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nccnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/518.png
519.0,O=C(N[C@@H](Cc1ccc(Cl)c(Br)c1)C(=O)O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nccnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/519.png
520.0,O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1cc(Cl)c(Cl)cc1NS(=O)(=O)c1cccc2nccnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/520.png
521.0,O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nccnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/521.png
522.0,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@@H]3CC[C@]21C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/522.png
523.0,O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/523.png
524.0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/524.png
525.0,CCCCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/525.png
526.0,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/526.png
527.0,CCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/527.png
528.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/528.png
529.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/529.png
530.0,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/530.png
531.0,CCCCCCC(N)C(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/531.png
532.0,CCCCCCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/532.png
533.0,CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/533.png
534.0,CCCc1cc(=O)[nH]c(=S)[nH]1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/534.png
535.0,CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/535.png
536.0,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/536.png
537.0,Cc1c(C(=O)O)sc2ccc(NC(=O)[C@]3(NC(=O)c4ccc5c(C6CCCCC6)c(-c6ccccn6)n(C)c5c4)CCCNC3)cc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/537.png
538.0,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)C[C@@]21C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/538.png
539.0,C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)CC2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/539.png
540.0,C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)C(C)(C)C2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/540.png
541.0,CN(C)CCC1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/541.png
542.0,CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(N3CCC(CCN)CC3)nc3ccccc23)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/542.png
543.0,CC1NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/543.png
544.0,CC(C)(C)OC(=O)N[C@@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/544.png
545.0,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4ccccc4C3)CN2C1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/545.png
546.0,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/546.png
547.0,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1F,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/547.png
548.0,O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/548.png
549.0,O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nsnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/549.png
550.0,O=C(N[C@@H](Cc1ccc(Cl)c(Br)c1)C(=O)O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nsnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/550.png
551.0,O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1cc(Cl)c(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/551.png
552.0,CCCSc1ncccc1C(=O)NC1CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/552.png
553.0,CCC[C@]1(CC(=O)O)OCCc2c1[nH]c1c(C)ccc(C#N)c21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/553.png
554.0,CCC[C@]1(C(=O)O)OCCc2c1[nH]c1c(C)ccc(C#N)c21,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/554.png
555.0,O=C(NC1CCN(C(=O)CCc2cccnc2)CC1)C(c1ccc(Cl)cc1)C1CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/555.png
556.0,O=C(NC1CCN(C(=O)CCc2ccc(F)nc2)CC1)C(c1ccccc1)C1CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/556.png
557.0,O=C(NC1CCN(C(=O)CCc2cccnc2)CC1)C(c1ccccc1)C1CCC(F)(F)CC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/557.png
558.0,O=C(O)c1ccc2c(C3CCCCC3)c(-c3cccs3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/558.png
559.0,Cc1ccccc1CN(CCN(Cc1cncn1C)c1ccc(-c2ccccc2)cc1)S(=O)(=O)c1cn(C)cn1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/559.png
560.0,O=C(Nc1cnc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/560.png
561.0,O=C(Nc1cnc(-c2ccncc2F)c(-c2ccncc2)n1)C1CC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/561.png
562.0,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/562.png
563.0,CSc1ccc2ncn(/C=C/C(=O)O)c(=O)c2c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/563.png
564.0,O=C([N-]S(=O)(=O)NC[C@H]1O[C@@H](n2cnc3c(NC4CC4)nc(-c4ccccc4)nc32)[C@H](O)[C@@H]1O)c1ccccc1O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/564.png
565.0,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/565.png
566.0,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Cc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/566.png
567.0,O=C(CCC1=CCN(CCCc2ccc3ccccc3c2)C1=O)NO,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/567.png
568.0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/568.png
569.0,CCCCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(C3CN(C)C3)nc2c(=O)[nH]1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/569.png
570.0,COc1ccc(-c2nc(Nc3cccc(NC(=O)NC4CCNC4)c3)nc3[nH]cnc23)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/570.png
571.0,O=C(CCc1ccc(O)cc1)c1ccc(O)cc1O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/571.png
572.0,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/572.png
573.0,Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/573.png
574.0,Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(C(=O)O)cc4)CCC3)cc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/574.png
575.0,O=C(O)CC(c1cccnc1)n1ccc2c(CCc3ccc4c(n3)NCCC4)cccc21,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/575.png
576.0,CN(C)CCCN1c2ccccc2CCc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/576.png
577.0,CNCCCN1c2ccccc2CCc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/577.png
578.0,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/578.png
579.0,COc1cccc(CN2C(=O)C[C@]3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/579.png
580.0,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/580.png
581.0,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/581.png
582.0,O=C1c2ncc3c(c(CN4CCCCC4)cn3Cc3ccc(F)cc3)c2CCN1O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/582.png
583.0,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(F)c4)cn32)C2CCCCC2)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/583.png
584.0,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/584.png
585.0,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/585.png
586.0,O=C(OCC1CCN(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)CC1)c1c2n(c3ccccc13)CCCO2,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/586.png
587.0,Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)CC2CCN(c3ncccn3)CC2)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/587.png
588.0,CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/588.png
589.0,CN1C(=O)NC(=O)[C@]12Cc1ccc(NC(=O)Cn3c(=O)n(-c4cncnc4)c4ccccc43)cc1C2,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/589.png
590.0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/590.png
591.0,CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/591.png
592.0,COc1cc(N2CCN(C)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/592.png
