idx,smiles,P-gp,group,img_path
429.0,COC1C(C)OC(OC2CC(C)(O)Cc3cc4c(c(O)c32)C(=O)c2c(O)cc3c(c2C4=O)OC2OC3(C)C(O)C(N(C)C)C2O)C(OC)C1(C)OC,1.0,train,../data/images/P-gp/429.png
430.0,CC(=O)OC1[C@]2(O)CC3=C([C@H](OC(C)=O)C(C)(C)C3=O)[C@@]1(C)[C@@H](OC(C)=O)[C@@]1(O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]1[C@H]2OC(C)=O,1.0,train,../data/images/P-gp/430.png
431.0,C=C[C@@]1(C)C[C@H](O)[C@@H]2C(=C)C(=O)O[C@@H]2[C@@H]1C(=C)C=O,0.0,train,../data/images/P-gp/431.png
432.0,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)C[C@@H](O)[C@]4(C)[C@H]3CC[C@]12C,0.0,train,../data/images/P-gp/432.png
433.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.0,train,../data/images/P-gp/433.png
434.0,COCCN(C[C@H]1C[C@@H]1C)c1cc(-c2nnc([C@](C)(N)Cc3ccc(F)cc3)o2)c(Cl)c(N(C)S(C)(=O)=O)n1,0.0,train,../data/images/P-gp/434.png
435.0,O=C1CC/C(=C/COc2cc(=O)oc3ccccc23)O1,0.0,train,../data/images/P-gp/435.png
436.0,N#CC[C@H](CC(=O)O)NC(=O)CN1CCc2ccc(N3CCNCC3)cc2C1=O,0.0,train,../data/images/P-gp/436.png
437.0,CCCC(=O)Oc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,1.0,train,../data/images/P-gp/437.png
438.0,O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1,0.0,train,../data/images/P-gp/438.png
439.0,O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4scnc4cn3)CC2)c2ccccn2c1=O,0.0,train,../data/images/P-gp/439.png
440.0,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,1.0,train,../data/images/P-gp/440.png
441.0,CSc1ccc(NC(=O)CCl)cc1,0.0,train,../data/images/P-gp/441.png
442.0,O=[N+]([O-])C1=Cc2c(O)ccc(O)c2C2OC=CC12,0.0,train,../data/images/P-gp/442.png
443.0,CCOC(=O)C1C(C)=NC(C)=C(C(=O)OCCNC(=O)CCc2ccc(O)c(I)c2)C1c1ccccc1C(F)(F)F,1.0,train,../data/images/P-gp/443.png
444.0,CC(=O)c1sc2c(c1OC(=O)c1ccc(Cl)cc1Cl)c(=O)n(-c1ccccc1)c(=S)n2-c1ccccc1,0.0,train,../data/images/P-gp/444.png
445.0,O=CC1C(Cl)=Nc2nc3ccccc3n2C1c1ccccc1,0.0,train,../data/images/P-gp/445.png
446.0,CC(=O)Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCCC(=O)N1CC(CCl)c2c1cc(O)c1cc(NC(C)=O)ccc21)CC3CCl,1.0,train,../data/images/P-gp/446.png
447.0,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.0,train,../data/images/P-gp/447.png
448.0,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.0,train,../data/images/P-gp/448.png
449.0,COc1cc2c(c3nc4ccccc4nc13)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,1.0,train,../data/images/P-gp/449.png
450.0,CC(C)(CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,train,../data/images/P-gp/450.png
451.0,Clc1ccc([C@@H](c2ccccc2Cl)C(Cl)Cl)cc1,0.0,train,../data/images/P-gp/451.png
452.0,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,0.0,train,../data/images/P-gp/452.png
453.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,0.0,train,../data/images/P-gp/453.png
454.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.0,train,../data/images/P-gp/454.png
455.0,CC(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@H]3[C@]4(O)OC[C@]32[C@@H]1[C@@H](C)[C@H]4O,1.0,train,../data/images/P-gp/455.png
456.0,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)cc1)C2,1.0,train,../data/images/P-gp/456.png
457.0,CC(=O)OC1(C)CC(=O)OCC23CCC(C)=CC2OC2CC(OC(=O)/C=C/C=C/C(C(C)O)OCC1O)C3(C)C21CO1,1.0,train,../data/images/P-gp/457.png
458.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.0,train,../data/images/P-gp/458.png
459.0,CO[C@@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@H]1O[C@]2(C)[C@H](O)[C@@H](N(C)C)[C@@H]1O,1.0,train,../data/images/P-gp/459.png
460.0,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCC(=O)O,0.0,train,../data/images/P-gp/460.png
461.0,CO[C@@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@H](C)/C=C(\C)[C@H]1OC(N)=O)C2=O,1.0,train,../data/images/P-gp/461.png
462.0,CC[C@H](C)[C@H]1O[C@@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@@]34O)O2,1.0,train,../data/images/P-gp/462.png
463.0,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,1.0,train,../data/images/P-gp/463.png
464.0,C[C@H](O)[C@H]1/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4[C@@H]5O[C@]5(C)CCC4(COC(=O)[C@H]4O[C@]4(C)[C@@H](O)CO1)[C@]2(C)[C@]31CO1,1.0,train,../data/images/P-gp/464.png
465.0,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,1.0,train,../data/images/P-gp/465.png
466.0,CC(=O)Nc1cc2c3c(cccc3c1)C(=O)N(CCN(C)C)C2=O,0.0,train,../data/images/P-gp/466.png
467.0,Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2c1Oc1c(c(C(=O)NC3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)c3nc(-c4ccccc4)c(=O)oc3c1C)N2,1.0,train,../data/images/P-gp/467.png
468.0,CCC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)[C@@H](O)C[C@]5(C)[C@H]4CC(=O)[C@]23C)C1,0.0,train,../data/images/P-gp/468.png
469.0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@H](C=C(C)C)NC(=O)OC(C)(C)C)[C@@H]4OC(=O)O[C@]4([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,1.0,train,../data/images/P-gp/469.png
470.0,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,1.0,train,../data/images/P-gp/470.png
471.0,Cc1nn(C(=O)c2ccccc2O)c2c1C(c1ccc([N+](=O)[O-])cc1)SC(=N)N2,0.0,train,../data/images/P-gp/471.png
472.0,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCOCC3)c(=O)n3ccccc23)CC1,1.0,train,../data/images/P-gp/472.png
473.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1.0,train,../data/images/P-gp/473.png
474.0,CC1(c2nc3cc(Cl)c(Cl)cc3[nH]2)CCC(CO)C(C)(C)O1,0.0,train,../data/images/P-gp/474.png
475.0,C/C=C/[C@H]1O[C@@H]2C(=C[C@H]1O)C(=O)O[C@H]2C,0.0,train,../data/images/P-gp/475.png
476.0,NS(=O)(=O)c1ccc(NC(=S)NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,0.0,train,../data/images/P-gp/476.png
477.0,CCOc1ccc2nc3cc(N=Nc4ccc(N)nc4N)ccc3c(N)c2c1,1.0,train,../data/images/P-gp/477.png
478.0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1.0,train,../data/images/P-gp/478.png
479.0,CC(C)CC[C@H]1OC(C)(C)O[C@]1(C)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C,0.0,train,../data/images/P-gp/479.png
480.0,CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,1.0,train,../data/images/P-gp/480.png
481.0,COc1cc(C(=O)NC2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(OC)c(=O)cc32)cc(OC)c1OC,1.0,train,../data/images/P-gp/481.png
482.0,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)c1ccc(C)cc1,1.0,train,../data/images/P-gp/482.png
483.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.0,train,../data/images/P-gp/483.png
484.0,CC(C)Nc1ccnc(N2CCN(C(=O)c3cc4cc(NS(C)(=O)=O)ccc4[nH]3)CC2)c1,1.0,train,../data/images/P-gp/484.png
485.0,CCOC(=O)C=C(C(=O)OCC)n1ccc(=O)n(Cc2cnnn2COCCOC(C)=O)c1=O,0.0,train,../data/images/P-gp/485.png
486.0,Cc1cccc2c(NCCN(C)C)c3cccc(C(=O)NCCN(C)C)c3nc12,0.0,train,../data/images/P-gp/486.png
487.0,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.0,train,../data/images/P-gp/487.png
488.0,Cc1ccc(-c2cs/c(=N\c3ccccc3)n2NC(=O)c2ccncc2)cc1,0.0,train,../data/images/P-gp/488.png
489.0,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,1.0,train,../data/images/P-gp/489.png
490.0,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,0.0,train,../data/images/P-gp/490.png
491.0,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0.0,train,../data/images/P-gp/491.png
492.0,C/C1=C\[C@@H]2[C@H](CC[C@]3(CO3)[C@H](OC(=O)c3cccc(C)c3)[C@H]3[C@@H](OC(=O)c4cccc(C)c4)[C@@H](C)C[C@]3(O)C1=O)C2(C)C,1.0,train,../data/images/P-gp/492.png
493.0,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1,1.0,train,../data/images/P-gp/493.png
494.0,CC[C@H](C[C@H]1OC(C)(C)O[C@]1(C)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@H]5OC(C)(C)O[C@H]5C[C@]4(C)[C@H]3CC[C@]12C)C(C)(C)O,1.0,train,../data/images/P-gp/494.png
495.0,Cc1cc(O)c2c(c1)C[C@H](O)C1=C2C(=O)c2c(O)ccc(O[C@H]3C[C@@H](O)[C@@H](O[C@H]4C[C@H](O[C@H]5CC[C@H](O[C@H]6C[C@@H](O)[C@@H](O[C@@H]7C[C@H](O[C@@H]8CC[C@H](O)[C@H](C)O8)[C@H](O)[C@H](C)O7)[C@H](C)O6)[C@H](C)O5)[C@H](O)[C@H](C)O4)[C@H](C)O3)c2C1=O,0.0,train,../data/images/P-gp/495.png
496.0,O=C(NCCNCCNCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1cc(-c2ccccc2)nc2ccccc12,1.0,train,../data/images/P-gp/496.png
497.0,COc1cccc(CCc2ccccc2NCc2cc(OC)cc(OC)c2)c1,1.0,train,../data/images/P-gp/497.png
498.0,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CN(C(=O)CCSCCS(=O)(=O)O)C/C1=C\c1ccc([N+](=O)[O-])cc1,0.0,train,../data/images/P-gp/498.png
499.0,C=C(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)C3=CC[C@]12C,0.0,train,../data/images/P-gp/499.png
500.0,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0,train,../data/images/P-gp/500.png
501.0,CC1(C)CC(Nc2ccc(Nc3ccccc3)cc2)CC(C)(C)N1,0.0,train,../data/images/P-gp/501.png
502.0,CC(C)(O)CC[C@H]1OC(C)(C)O[C@]1(C)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.0,train,../data/images/P-gp/502.png
503.0,Cc1cc2cc3cc(C)c(N(C)C)cc3nc2cc1N(C)C,1.0,train,../data/images/P-gp/503.png
504.0,NC(=O)N1C(=O)[C@@H](C(=O)c2cccs2)c2cc(Cl)ccc21,1.0,train,../data/images/P-gp/504.png
505.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](N(C)C)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,0.0,train,../data/images/P-gp/505.png
506.0,CN(C)c1ccc(C=C2C[N+](C)(C)CC(=Cc3ccc(N(C)C)cc3)C2=O)cc1,1.0,train,../data/images/P-gp/506.png
507.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,1.0,train,../data/images/P-gp/507.png
508.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.0,train,../data/images/P-gp/508.png
509.0,Cc1nc2ccccc2n1CCc1nc2ccccc2s1,0.0,train,../data/images/P-gp/509.png
510.0,CC[C@H](NC)C(=O)N[C@H](C(=O)N1C[C@@H]2Cc3cc(Cl)ccc3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1,0.0,train,../data/images/P-gp/510.png
511.0,Cn1c(CC(O)c2nc3ccccc3n2C)nc2ccccc21,0.0,train,../data/images/P-gp/511.png
512.0,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)C=C(C)OC3O,0.0,train,../data/images/P-gp/512.png
513.0,CCCCC[C@@H]1OCO[C@@]2(C)/C=C(C)/C=C/C(=O)O[C@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]3(O)C[C@@H](O[C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)[C@H](C)[C@@H](C)O3)[C@@H](OC)/C=C/C=C(\C)C[C@@H]1[C@@H]2O,1.0,train,../data/images/P-gp/513.png
514.0,CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,1.0,train,../data/images/P-gp/514.png
515.0,O=[N+]([O-])c1cccc2nc3ccccc3c(NCCC[N+]3([O-])CCCCC3)c12,1.0,train,../data/images/P-gp/515.png
516.0,CN(C)c1ccc2c(-c3ccccc3)c3ccc(N(C)C)cc3[s+]c2c1,1.0,train,../data/images/P-gp/516.png
517.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.0,train,../data/images/P-gp/517.png
518.0,COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3C(=O)N(C)C(Cc4ccc(O)c(c4)Oc4ccc(cc4)C3O)C(=O)NC(C)C(=O)NC(C)C(=O)N2C)cc1,1.0,train,../data/images/P-gp/518.png
519.0,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,1.0,train,../data/images/P-gp/519.png
520.0,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,1.0,train,../data/images/P-gp/520.png
521.0,CC(=O)O[C@H]1C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@@](C)(O)[C@@H](CCC(C)(C)O)OC(C)=O)CC[C@@]4(O)C3=CC(=O)[C@]2(O)C[C@H]1O,0.0,train,../data/images/P-gp/521.png
522.0,CC(=O)N1N=C(c2cc(F)ccc2F)C[C@H]1c1cccc(O)c1,0.0,train,../data/images/P-gp/522.png
523.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@H]2O,0.0,train,../data/images/P-gp/523.png
524.0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0.0,train,../data/images/P-gp/524.png
525.0,CC(=O)O[C@H]1CC2C(C3CC[C@H](C(C)CCC(N)=O)[C@]31C)[C@H](OC(C)=O)C[C@@H]1CC3(CC[C@]21C)OOC1(CCC(C)CC1)OO3,0.0,train,../data/images/P-gp/525.png
526.0,O=C(C=Cc1ccccc1)Oc1cccc(O)c1,0.0,train,../data/images/P-gp/526.png
527.0,C=C(CCCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.0,train,../data/images/P-gp/527.png
528.0,COc1cc(C(C#N)(CCCN(C)CCc2cccc(N=[N+]=[N-])c2)C(C)C)cc(OC)c1OC,1.0,train,../data/images/P-gp/528.png
529.0,CC(=O)[C@H]1O[C@@H](Oc2ccc(C=C(C)C(=O)N[C@@H]3[C@H](O)[C@@H](O)[C@H]4OCO[C@H]4[C@@H]3O)cc2O)[C@@H](O)[C@@H]1O,0.0,train,../data/images/P-gp/529.png
530.0,O=C(NN=Cc1cc(Br)cc(Br)c1O)N/N=C/c1cc(Br)cc(Br)c1O,0.0,train,../data/images/P-gp/530.png
531.0,O=C1C2=C(C(=O)c3c(O)ccc(O)c31)[C@@H](O)[C@@H](O)[C@@H](O)C2,0.0,train,../data/images/P-gp/531.png
532.0,CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(O)cc6)nc5c4)nc3c2)CC1,1.0,train,../data/images/P-gp/532.png
533.0,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,1.0,train,../data/images/P-gp/533.png
534.0,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,1.0,train,../data/images/P-gp/534.png
535.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=NNC(=O)c1cccc([N+](=O)[O-])c1)C[C@@H]3OC1CC(N)C(O)C(C)O1,1.0,train,../data/images/P-gp/535.png
536.0,COc1ccc2/c(=C/c3ccc(N(C)C)cc3)c3cc(-c4ccccc4)[n+](C)n3c2c1,1.0,train,../data/images/P-gp/536.png
537.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1.0,train,../data/images/P-gp/537.png
538.0,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CCC2OC(=O)c1cccc2c(=O)c3ccccc3[nH]c12,0.0,train,../data/images/P-gp/538.png
539.0,Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccccc12,1.0,train,../data/images/P-gp/539.png
540.0,c1ccc2[nH]c(Nc3ccc(Oc4nccnc4N4CCOCC4)cc3)nc2c1,1.0,train,../data/images/P-gp/540.png
541.0,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,train,../data/images/P-gp/541.png
542.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,1.0,train,../data/images/P-gp/542.png
543.0,N=c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3oc-2c1,1.0,train,../data/images/P-gp/543.png
544.0,Clc1cc2nc([C@@H]3CCCN3c3cc(N4CCO[C@H](c5ccccc5)C4)ncn3)[nH]c2cc1Cl,0.0,train,../data/images/P-gp/544.png
545.0,CC(=O)C[Se]C(=O)c1ccc(Cl)cc1,1.0,train,../data/images/P-gp/545.png
546.0,c1ccc(COc2ccc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,1.0,train,../data/images/P-gp/546.png
547.0,Nc1cc(C2CCCc3c2[nH]c2ccccc32)ccc1O,0.0,train,../data/images/P-gp/547.png
548.0,COc1ccc2c(c1)C(=CCCN1CCc3cc(OC)c(OC)cc3C1)CCC2,1.0,train,../data/images/P-gp/548.png
549.0,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,1.0,train,../data/images/P-gp/549.png
550.0,CN(C)CCNC(=O)c1ccc(NCCCN(C)CCCNc2ccc(C(=O)NCCN(C)C)c3[nH]c4ccccc4c(=O)c23)c2c(=O)c3ccccc3[nH]c12,1.0,train,../data/images/P-gp/550.png
551.0,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0.0,train,../data/images/P-gp/551.png
552.0,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.0,train,../data/images/P-gp/552.png
553.0,C=C1CC2[C@H](C)C(=O)CCC2(C)C2=C1C1CCC(C(C)CCC(=C)C(C)C(=O)O)C1(C)CC2=O,0.0,train,../data/images/P-gp/553.png
554.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1.0,train,../data/images/P-gp/554.png
555.0,CCOC(=O)c1sc(N/N=C2\NC(=O)C(=Cc3ccc([N+](=O)[O-])cc3)S2)nc1C,0.0,train,../data/images/P-gp/555.png
556.0,Cn1cc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)nn1,1.0,train,../data/images/P-gp/556.png
557.0,O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4ccccc4cn3)CC2)c2ccccn2c1=O,0.0,train,../data/images/P-gp/557.png
558.0,COc1cc2c(cc1OC)-c1cc3cc(OC)c(OC)cc3c(=O)n1CC2,0.0,train,../data/images/P-gp/558.png
559.0,COc1c2c(cc3c1-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC3)OCO2,1.0,train,../data/images/P-gp/559.png
560.0,COc1ccc(OC)c(NC(=O)c2cccc(NC3=C(Cl)C(=O)N(Cc4ccccc4)C3=O)c2)c1,0.0,train,../data/images/P-gp/560.png
561.0,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,0.0,train,../data/images/P-gp/561.png
562.0,COc1cc2c(c(OC(C)=O)c1OC(C)=O)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,1.0,train,../data/images/P-gp/562.png
563.0,CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1,1.0,train,../data/images/P-gp/563.png
564.0,CC1(C)CC(OCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)CC(C)(C)N1O,1.0,train,../data/images/P-gp/564.png
565.0,C=C(C=O)[C@@H]1CC=C(C=O)CC1,0.0,train,../data/images/P-gp/565.png
566.0,O=[N+]([O-])c1cc(Cc2cc([N+](=O)[O-])c3cccnc3c2O)c(O)c2ncccc12,0.0,train,../data/images/P-gp/566.png
567.0,COc1c(C[C@@H](C)OC(=O)Oc2ccc(O)cc2)c2c3c(C[C@@H](C)OC(=O)c4ccccc4)c(OC)c(=O)c4c(O)cc(OC)c(c5c(OC)cc(O)c(c1=O)c52)c43,0.0,train,../data/images/P-gp/567.png
568.0,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,1.0,train,../data/images/P-gp/568.png
569.0,CC[C@H](NC)C(=O)N[C@H](C(=O)N1C[C@@H]2Cc3cc(Cl)cc(Cl)c3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1,0.0,train,../data/images/P-gp/569.png
570.0,Nc1ccc(O)c(C(=O)O)c1,0.0,train,../data/images/P-gp/570.png
571.0,CN(C)c1ccc(/C=c2/c3ccccc3n3c2c2c([n+]3C)CCCC2)cc1,1.0,train,../data/images/P-gp/571.png
572.0,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(S(=O)(=O)/N=C(\NO)Nc3ccc(Cl)cc3)cc2Cl)c(Cl)c1,0.0,train,../data/images/P-gp/572.png
573.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1.0,train,../data/images/P-gp/573.png
574.0,Nc1nnc2oc3ccc4ccccc4c3cc1-2,0.0,train,../data/images/P-gp/574.png
575.0,CCOC(=O)C1C(=O)C(C(=O)OCC)C(c2ccccc2)N(C)C1c1ccccc1,0.0,train,../data/images/P-gp/575.png
576.0,CN(C)c1ccc2c(-c3ccc(N4CCOCC4)cc3)c3ccc(=[N+](C)C)cc-3[se]c2c1,1.0,train,../data/images/P-gp/576.png
